Seq.Names,Species.NCBI,Order.IUCN,Family.IUCN,Species.IUCN,Order.Vertlife,Family.Vertlife,Species.Vertlife,Lon,Lat,RangeSize,AnnualTemp,TempRange,TempWarmQuarter,TempColdQuarter,UV,BodyMass,AFR,MaxLongevity,Clade,dN,dS,W,MolRateAll,MolRate12nd,MolRate3rd,Clade.Age,Clade.Age.SD,Tip.Age,Tip.Age.SD,dN.Mean,dN.Mid,dN.Min,dN.Max,dN.QL,dN.QU,dS.Mean,dS.Mid,dS.Min,dS.Max,dS.QL,dS.QU,Habitat,IUCN.Categories,Div.Rate,Div.Rate.DNA,ClaDS.Rate,ClaDS.Rate.DNA,BAMM.Lambda,BAMM.Lambda.DNA,NTR,NTR.DNA,Population,Generation,Island,X,Notes
Microcebus_ravelobensis_KM112289.1,Microcebus_ravelobensis,Primates,Cheirogaleidae,Microcebus_ravelobensis,Primates,Cheirogaleidae,Microcebus_ravelobensis,47.0877405,-16.15112562,3336.831984,26.66738281,13.63146484,28.16837463,24.34122467,5288.320801,55,NA,NA,2474,0.000676333,0.010026333,0.0674557,0.00595159,0.00205002,0.00595159,32.61234813,1.148945858,0.91045299,0.252177778,0.000787587,0.000724218,0.00041574,0.001692329,0.000446124,0.001442999,0.013469726,0.012385954,0.007110202,0.028943106,0.007629848,0.024678929,Terrestrial,4,0.433310401,0.403622377,0.306893205,0.247777407,0.431991192,0.277352772,22,22,NA,5.626067123,0,,
Microcebus_rufus_KM112313.1,Microcebus_rufus,Primates,Cheirogaleidae,Microcebus_rufus,Primates,Cheirogaleidae,Microcebus_rufus,47.29363671,-21.73794031,2607.395007,18.00083313,24.36843506,20.89297028,14.39009552,4334.893066,42.5,NA,12,2474,0.001450667,0.019776667,0.073352436,0.00811174,0.00296213,0.00811174,32.61234813,1.148945858,2.35902721,0.259718872,0.000613058,0.000598871,0.000485712,0.000840068,0.000500016,0.000760094,0.009312323,0.009096823,0.007377944,0.012760605,0.007595233,0.011545797,Terrestrial,4,0.693668687,1.547865986,0.355644889,0.359037127,0.431991192,0.27755306,24,27,NA,5.626067123,0,,
Microcebus_sambiranensis_KM112296.1,Microcebus_sambiranensis,Primates,Cheirogaleidae,Microcebus_sambiranensis,Primates,Cheirogaleidae,Microcebus_sambiranensis,48.37969981,-14.00534743,705.4068279,21.38130188,10.68740723,22.39495087,19.60362244,4901.15625,49.06,NA,NA,2474,0.001340667,0.020265,0.066156756,0.00908836,0.00312752,0.00908836,32.61234813,1.148945858,2.61687964,0.306384543,0.000508935,0.000505108,0.00036352,0.000725741,0.000421875,0.000635902,0.008649567,0.008584527,0.006178177,0.012334282,0.007169954,0.01080743,Terrestrial,5,0.415816586,0.318238981,0.356629781,0.292722138,0.431991192,0.277505119,24,23,NA,5.626067123,0,,
Microcebus_simmonsi_KM112311.1,Microcebus_simmonsi,Primates,Cheirogaleidae,Microcebus_simmonsi,Primates,Cheirogaleidae,Microcebus_simmonsi,48.8740868,-17.64954726,737.6541447,19.17136688,21.2538208,21.6906723,16.05480042,4602.299805,62,NA,NA,2474,0.001968333,0.047462667,0.041471191,0.0054264,0.00220146,0.0054264,32.61234813,1.148945858,5.88577366,0.419721324,0.000326913,0.000324253,0.000277403,0.000385341,0.000287217,0.000380459,0.008888288,0.008815983,0.007542187,0.01047687,0.007809009,0.010344128,Terrestrial,5,0.693668687,1.547865986,0.343842766,0.406660554,0.431991192,0.277545958,24,27,NA,5.626067123,0,,
Microcebus_tanosi_KM112288.1,Microcebus_tanosi,Primates,Cheirogaleidae,Microcebus_tanosi,Primates,Cheirogaleidae,Microcebus_tanosi,47.01806977,-24.7079081,760.2045224,21.52362366,21.18614746,24.25372009,18.51717834,4178.620605,60,NA,NA,2474,0.002395,0.039458,0.06069745,0.00561485,0.00244516,0.00561485,32.61234813,1.148945858,5.58098633,0.360963106,0.000427345,0.000424304,0.000365557,0.000503514,0.000379584,0.00049044,0.007711763,0.007656888,0.006596757,0.009086298,0.006849884,0.008850366,Terrestrial,5,0.298466039,0.350378742,0.331790296,0.265694081,0.431991192,0.277490693,23,23,NA,,0,,
Microcebus_tavaratra_KM112294.1,Microcebus_tavaratra,Primates,Cheirogaleidae,Microcebus_tavaratra,Primates,Cheirogaleidae,Microcebus_tavaratra,49.43146549,-13.00210817,4231.199012,25.079216,11.66141235,26.2046051,23.15761871,5345.490723,68.01,NA,NA,2474,0.003564333,0.065002,0.05483421,0.00896343,0.00318349,0.00896343,32.61234813,1.148945858,5.20829714,0.325831058,0.000678344,0.000672698,0.000591279,0.000815413,0.000605032,0.000775817,0.013403598,0.013292043,0.011683253,0.016111994,0.011955021,0.015329601,Terrestrial,4,0.334034921,0.350378742,0.343482729,0.27488179,0.431991192,0.277473749,24,23,NA,5.626067123,0,,
Micromurexia_habbema__KJ868125.1,Micromurexia_habbema,Dasyuromorphia,Dasyuridae,Murexia_habbema,Dasyuromorphia,Dasyuridae,Murexia_habbema,143.0331142,-5.64238793,143836.6871,17.77207489,3.410237732,18.10576324,17.1546463,5489.421875,46.97,NA,NA,2661,0.006976,0.145889333,0.047817067,0.0075489,0.00297592,0.0075489,21.20387477,0.958152109,11.6666209,0.717532326,0.000595324,0.000591488,0.000530545,0.000687353,0.000535208,0.000664118,0.012824981,0.012742345,0.011429443,0.014807541,0.011529909,0.014306997,Terrestrial,2,0.074969077,0.0678958,0.089578431,0.069691325,0.084532851,0.075922317,18,18,NA,1.771904423,0,,Synonym
Micronycteris_megalotis_NC_022419.1,Micronycteris_megalotis,Chiroptera,Phyllostomidae,Micronycteris_megalotis,Chiroptera,Phyllostomidae,Micronycteris_megalotis,-59.06020103,-6.32427836,12095131.87,24.28570862,9.025165405,25.52257233,22.91407013,5360.910645,6.11,NA,NA,1832,0.007116667,0.314569,0.022623547,0.00311392,0.00095806,0.00311392,45.62832271,1.577999255,36.82656535,1.341761307,0.000196725,0.000196202,0.000183695,0.000223503,0.000185356,0.000211611,0.00818087,0.008159119,0.007639019,0.009294434,0.00770809,0.008799904,Terrestrial,2,0.53940225,0.505434196,0.169535419,0.144445791,0.137792987,0.093086903,28,28,NA,5.655551644,0.001586597,,
Microperoryctes_longicauda__KJ868126.1,Microperoryctes_longicauda,Peramelemorphia,Peramelidae,Microperoryctes_longicauda,Peramelemorphia,Peramelidae,Microperoryctes_longicauda,142.6639478,-5.83259384,232311.3051,18.4207016,3.847135315,18.8041748,17.73729095,5416.81543,538,NA,NA,2689,0.003513,0.195112667,0.018004982,0.00609182,0.00176683,0.00609182,25.3268811,2.061694535,9.24090619,0.846156376,0.000374131,0.000370594,0.000309002,0.000454963,0.000317493,0.000441426,0.020711116,0.020515325,0.017105732,0.025185851,0.017575784,0.02443646,Terrestrial,2,0.139340292,0.110175904,0.095581572,0.07719389,0.073456598,0.075861844,18,16,NA,1.778151096,0,,
Micropteropus_pusillus__MN816333.1,Micropteropus_pusillus,Chiroptera,Pteropodidae,Micropteropus_pusillus,Chiroptera,Pteropodidae,Micropteropus_pusillus,14.48541426,3.41352258,5380916.58,24.4593399,13.02909424,26.61762695,22.87528229,5567.544434,26.57,NA,NA,1863,0.000370333,0.007454,0.049682497,0.01460641,0.00279786,0.01460641,14.47081702,0.993476686,0.9347104,0.253018026,0.000429232,0.000400784,0.000205039,0.000997363,0.00024992,0.000817849,0.009558449,0.008924938,0.004565947,0.022209991,0.005565388,0.018212432,Terrestrial,2,1.203178996,0.688778005,0.388187722,0.172163191,0.287889176,0.098082187,26,24,NA,4.256961296,3.84E-05,,
Microsciurus_flaviventer__MT259112.1,Microsciurus_flaviventer,Rodentia,Sciuridae,Microsciurus_flaviventer,Rodentia,Sciuridae,Microsciurus_flaviventer,-69.58742442,-5.47354093,2575239.407,24.63793945,4.855076294,25.23683167,23.75732727,5174.640625,92,NA,NA,2286,0.004373667,0.111213,0.039326937,0.0109351,0.00313622,0.0109351,24.43528296,1.028454068,7.05623695,0.349438722,0.000613597,0.000613863,0.000530243,0.000690951,0.000553728,0.000672423,0.016681252,0.016688478,0.014415182,0.018784182,0.015053647,0.018280484,Terrestrial,2,0.174742047,0.192006179,0.243378688,0.200744087,0.202242375,0.147915294,27,24,NA,3.395339367,0,,
Microsciurus_mimulus__MT259072.1,Microsciurus_mimulus,Rodentia,Sciuridae,Microsciurus_mimulus,Rodentia,Sciuridae,Microsciurus_mimulus,-77.70355323,5.14189013,160232.779,23.05406036,2.673229675,23.44856873,22.68682709,4994.392578,120,NA,NA,2286,0.003751,0.100352,0.037378428,0.00916724,0.00274274,0.00916724,24.43528296,1.028454068,7.40182718,0.451226201,0.000501903,0.000501425,0.00043329,0.000571936,0.00044813,0.000565131,0.014471659,0.014457873,0.012493304,0.01649095,0.012921179,0.016294742,Terrestrial,2,0.269183105,NA,0.249118472,NA,0.202195844,NA,28,NA,NA,3.792113049,0.003571972,,
Microtus_agrestis_MH152570.1,Microtus_agrestis,Rodentia,Cricetidae,Microtus_agrestis,Rodentia,Cricetidae,Microtus_agrestis,51.57173937,58.08147339,10818739.68,2.012376595,105.416084,16.48527679,-12.33972321,1364.14917,42.5,0.143835616,4.05,2092,0.005099,0.178187667,0.028615897,0.00553152,0.00152072,0.00553152,28.22084995,1.29577446,14.05435848,1.290458087,0.000370971,0.000369714,0.000290613,0.000483694,0.000313278,0.000454974,0.012231945,0.012190493,0.009582309,0.015948746,0.010329649,0.015001767,Terrestrial,2,0.126334732,0.124807725,0.201854719,0.196810962,0.184913908,0.18852579,32,34,NA,1.276623288,0.003723994,,
Microtus_arvalis__MG948434.1,Microtus_arvalis,Rodentia,Cricetidae,Microtus_arvalis,Rodentia,Cricetidae,Microtus_arvalis,38.89816545,51.40331649,6886731.422,6.103570557,93.65394531,18.61936035,-6.597927856,1790.37561,28,0.134246575,3.9,2092,0.001550333,0.043667333,0.035503275,0.00614217,0.00157597,0.00614217,28.22084995,1.29577446,4.14567557,0.712197568,0.000382395,0.000378045,0.000247816,0.000570972,0.000276378,0.00055385,0.012068348,0.011931053,0.007821047,0.01801981,0.008722452,0.017479458,Terrestrial,2,0.404635722,0.350870744,0.270584252,0.259747621,0.192077333,0.205605848,36,38,NA,1.226315068,0.000545475,,
Microtus_fortis_fortis_JF261174.1,Microtus_fortis,Rodentia,Cricetidae,Microtus_fortis,Rodentia,Cricetidae,Microtus_fortis,121.7888255,41.20587885,1970776.53,6.75729599,117.2061133,21.83421478,-10.45508499,2346.602295,63,NA,NA,2092,0.006491333,0.120748,0.053759345,0.00618944,0.00239056,0.00618944,28.22084995,1.29577446,10.19494146,0.962440267,0.000630184,0.000627222,0.000504565,0.00082218,0.000524426,0.000764608,0.01151446,0.011460343,0.009219204,0.015022545,0.009582103,0.013970606,Terrestrial,2,0.199359627,0.245620419,0.212705099,0.171570536,0.184607035,0.187318655,34,36,NA,1.023626855,0,,
Microtus_kikuchii_AF348082.1,Microtus_kikuchii,Rodentia,Cricetidae,Microtus_kikuchii,Rodentia,Cricetidae,Microtus_kikuchii,121.1380894,23.68576828,2656.868649,9.817842865,36.72777832,14.42698364,4.693078232,3801.230957,46.3,NA,NA,2092,0.003669,0.095040333,0.038604663,0.00564533,0.00166229,0.00564533,28.22084995,1.29577446,10.19494146,0.962440267,0.000364545,0.000362831,0.000291877,0.000475609,0.000303367,0.000442305,0.009668875,0.009623432,0.007741512,0.01261467,0.008046244,0.011731339,Terrestrial,2,0.199633594,0.123349275,0.203943324,0.171075124,0.184514778,0.186792835,34,32,NA,1.023626855,0,,
Microtus_ochrogaster_KT166982.1,Microtus_ochrogaster,Rodentia,Cricetidae,Microtus_ochrogaster,Rodentia,Cricetidae,Microtus_ochrogaster,-98.53737669,43.7428007,3206514.239,8.438682556,101.1724609,21.8770752,-5.671001053,2411.695557,38.01,0.160109589,5.3,2092,0.005720667,0.176056,0.032493449,0.00567781,0.001915,0.00567781,28.22084995,1.29577446,12.93343517,1.426943408,0.000431773,0.000429063,0.000327257,0.000542927,0.000360241,0.000530597,0.013033865,0.012952043,0.009878861,0.01638923,0.010874523,0.016017044,Terrestrial,2,0.242055977,0.143803968,0.204482005,0.165577986,0.184424983,0.187310486,35,35,NA,1.686033973,0,,
Microtus_richardsoni_MT225016.1,Microtus_richardsoni,Rodentia,Cricetidae,Microtus_richardsoni,Rodentia,Cricetidae,Microtus_richardsoni,-115.484518,46.28351724,859823.3693,5.039290237,79.48910156,16.69842529,-5.551850128,2365.347168,85,NA,1.5,2092,0.004219667,0.151890667,0.027780948,0.005682,0.0017259,0.005682,28.22084995,1.29577446,12.93343517,1.426943408,0.000338067,0.000335945,0.000256234,0.000425097,0.000282059,0.000415444,0.011979724,0.011904519,0.009079887,0.015063716,0.009995023,0.014721631,Terrestrial,2,0.135097727,0.162412733,0.197790235,0.180946009,0.184424843,0.187281901,35,36,NA,1.023626855,0,,
Microtus_rossiaemeridionalis_DQ015676.1,Microtus_rossiaemeridionalis,Rodentia,Cricetidae,Microtus_levis,Rodentia,Cricetidae,Microtus_levis,38.26681976,51.3640558,3719343.289,6.878821564,96.59700195,19.83696899,-6.170119858,1849.445435,35.49,NA,NA,2092,0.002456667,0.055036333,0.044637179,0.0066257,0.00163832,0.0066257,28.22084995,1.29577446,4.14567557,0.712197568,0.000604196,0.000597322,0.000391557,0.000902153,0.000436685,0.000875101,0.013499865,0.013346286,0.008748761,0.020157275,0.009757088,0.019552829,Terrestrial,2,0.404635722,0.350870744,0.258962677,0.265836497,0.192077333,0.20552171,36,38,NA,1.023626855,2.58E-05,,Synonym
Millardia_meltada__MN807616.1,Millardia_meltada,Rodentia,Muridae,Millardia_meltada,Rodentia,Muridae,Millardia_meltada,77.38035743,21.32835966,2256648.612,25.91739197,41.41808594,31.67763672,19.50298004,4755.727051,70,NA,NA,2020,0.008848,0.389913,0.022692242,0.00385463,0.00164323,0.00385463,13.83802873,0.323121765,13.83802773,0.323121718,0.000619882,0.00061977,0.000587417,0.000653979,0.000589731,0.000646093,0.023703259,0.023698987,0.022461847,0.025007062,0.022550319,0.024705531,Terrestrial,2,0.084526306,0.057871582,0.150016947,0.090827962,0.178287124,0.127448056,26,25,NA,1.710683948,7.92E-05,,
Mirounga_leonina_NC_008422.1,Mirounga_leonina,Carnivora,Phocidae,Mirounga_leonina,Carnivora,Phocidae,Mirounga_leonina,-6.61114469,-58.0035509,71054796.3,-9.36598413,49.64645928,-0.537351894,-15.16088433,1659.353882,1600000,4,22.68493151,1664,0.004316333,0.114574667,0.037672668,0.00454872,0.00189774,0.00454872,23.44987032,1.225205204,7.05469436,0.682785997,0.000600833,0.000597786,0.000488548,0.000844426,0.000501026,0.000718921,0.016894495,0.016808828,0.01373723,0.023743954,0.014088085,0.020214955,Terrestrial&Marine,2,0.245262683,0.226497385,0.231283544,0.180767405,0.285856414,0.213091989,20,20,325000,9.5,0,,
Mirza_coquereli_KJ158463.1,Mirza_coquereli,Primates,Cheirogaleidae,Mirza_coquereli,Primates,Cheirogaleidae,Mirza_coquereli,44.51777098,-21.15195992,16761.46955,24.77475739,21.16576416,26.81146545,21.18806152,4908.555176,308,1.46,16.35,2474,0.008140333,0.217632333,0.037404062,0.00437067,0.00184139,0.00437067,32.61234813,1.148945858,17.3133923,0.904339257,0.00046374,0.000462412,0.000413985,0.000518989,0.00042106,0.000505245,0.012754519,0.012717979,0.011386065,0.014274059,0.011580669,0.013896057,Terrestrial,5,0.154951908,0.148291618,0.240166399,0.187637323,0.431957339,0.275485309,19,19,NA,5,0,,
Mogera_robusta_KT934322.1,Mogera_robusta,Eulipotyphla,Talpidae,Mogera_robusta,Eulipotyphla,Talpidae,Mogera_robusta,127.8999019,44.21487835,892370.9315,4.802361679,130.9694629,21.34943085,-14.69590607,2046.538208,15,NA,NA,1956,0.001128667,0.048882333,0.02308946,0.00576593,0.00256446,0.00576593,30.95297485,4.910183347,2.06713374,0.372046703,0.000555089,0.000535057,0.000370901,0.001051362,0.000417081,0.000907655,0.023675907,0.022821495,0.015819859,0.04484319,0.01778954,0.038713757,Terrestrial,2,0.421092456,0.317092439,0.166483269,0.125986292,0.217087676,0.105327814,22,21,NA,2.079960881,0,,
Mogera_wogura_AB099482.1,Mogera_wogura,Eulipotyphla,Talpidae,Mogera_wogura,Eulipotyphla,Talpidae,Mogera_wogura,133.6181398,34.16117568,138836.767,15.15734711,74.49169922,25.88331909,5.098881149,2814.880127,111.5,NA,3.35,1956,0.000646,0.022698333,0.028460239,0.00560322,0.00243496,0.00560322,30.95297485,4.910183347,2.06713374,0.372046703,0.000325853,0.000314094,0.00021773,0.000617179,0.000244838,0.00053282,0.014402998,0.013883225,0.009623851,0.027279901,0.010822086,0.023551122,Terrestrial,2,0.421092456,0.317092439,0.162632956,0.132865112,0.217087676,0.105348495,22,21,NA,2.079960881,0.024536216,,
Monachus_monachus_MG570474.1,Monachus_monachus,Carnivora,Phocidae,Monachus_monachus,Carnivora,Phocidae,Monachus_monachus,21.73260643,36.4097494,291796.5603,19.30609779,35.84019175,26.35287323,13.05697565,3256.234863,292500,4.002739726,23.7,1664,0.004054,0.113518,0.035712398,0.00462066,0.00181216,0.00462066,23.44987032,1.225205204,7.15716525,0.705006527,0.000553193,0.0005451,0.000460719,0.000731067,0.000466528,0.00068129,0.016507412,0.016265924,0.013747967,0.021815217,0.01392131,0.020329866,Terrestrial&Marine,5,0.179318053,0.157521208,0.223179281,0.17448694,0.285846525,0.212718129,20,20,450,11,0,,
Monachus_schauinslandi_NC_008421.1,Monachus_schauinslandi,Carnivora,Phocidae,Neomonachus_schauinslandi,Carnivora,Phocidae,Neomonachus_schauinslandi,-165.8938602,23.89856362,284310.8006,24.83246155,9.853850403,26.76582279,22.77202759,4684.30957,223000,NA,NA,1664,0.004229667,0.137046667,0.030862966,0.0050086,0.00180905,0.0050086,23.44987032,1.225205204,7.15716525,0.705006527,0.000590022,0.000581391,0.000491392,0.000779739,0.000497588,0.000726648,0.019686356,0.019398362,0.016395506,0.026016321,0.016602231,0.024244926,Terrestrial&Marine,5,0.179318053,0.124887385,0.218875798,0.180910914,0.285846525,0.212803795,20,19,632,15,0,,Synonym
Monodelphis_domestica_NC_006299.1,Monodelphis_domestica,Didelphimorphia,Didelphidae,Monodelphis_domestica,Didelphimorphia,Didelphidae,Monodelphis_domestica,-50.68954479,-14.73536021,4111650.306,24.62571106,15.14961304,26.56386719,22.24923706,5119.001465,71.4,0.5,5.55,2699,0.010220667,0.433565,0.023573551,0.00565281,0.00219349,0.00565281,35.09772323,1.668174844,23.47393282,1.301205456,0.000438026,0.000434169,0.000390232,0.00051283,0.000396783,0.000489707,0.01727339,0.01712128,0.015388637,0.020223266,0.015646986,0.019311413,Terrestrial,2,0.122471377,0.155019212,0.113770513,0.119991487,0.118467747,0.095903826,17,17,NA,1.9645,0,,
Monodon_monoceros_MT251269.1,Monodon_monoceros,Cetartiodactyla,Monodontidae,Monodon_monoceros,Cetartiodactyla,Monodontidae,Monodon_monoceros,12.15831516,77.06020013,3473855.211,-0.781035364,4.394876003,1.41650033,-1.750788331,1341.093262,9.00E+05,7.223342466,44.7260274,1558,0.002872333,0.040899,0.070229916,0.00499203,0.00220159,0.00499203,13.20756507,0.754006682,6.00420713,0.593395611,0.000472916,0.000473949,0.000372898,0.000644246,0.000382256,0.000567759,0.007587909,0.007604487,0.00598313,0.010336881,0.006133275,0.009109652,Marine,2,0.181613209,0.167273709,0.225289608,0.23487625,0.279069363,0.277465063,24,23,123000,24,0,,
Moschiola_indica_KY290452.1,Moschiola_indica,Cetartiodactyla,Tragulidae,Moschiola_indica,Cetartiodactyla,Tragulidae,Moschiola_indica,79.22518104,20.31929992,2015179.406,25.97399597,38.51063232,31.62108154,20.10202179,4811.017578,3000,1.369863014,18.37334247,1519,0.007521,0.478728667,0.015710361,0.00572223,0.00190311,0.00572223,17.63941998,1.443231841,17.63941985,1.443231956,0.000417937,0.000418115,0.000333952,0.000498457,0.000351867,0.00048056,0.026553415,0.026564675,0.021217436,0.031669156,0.022355697,0.030532115,Terrestrial,2,0.10323243,0.05127664,0.132176784,0.092714031,0.069225093,0.075049159,18,17,NA,6.300869408,0,,
Moschus_berezovskii_JQ409122.1,Moschus_berezovskii,Cetartiodactyla,Moschidae,Moschus_berezovskii,Cetartiodactyla,Moschidae,Moschus_berezovskii,105.8367779,28.34077064,1605153.638,13.00644989,63.91430664,21.12029572,3.601082611,3901.450928,9000,1.479452055,16.4150137,1477,0.001096333,0.041404,0.026478923,0.01569711,0.0029547,0.01569711,2.76022052,0.55954688,2.08533916,0.397922698,0.000535718,0.000517997,0.000344341,0.000880606,0.000367576,0.000792709,0.022139639,0.021407266,0.014230586,0.036392817,0.015190813,0.032760302,Terrestrial,5,0.268483201,0.444057342,0.216642872,0.208890121,0.292784093,0.26849714,21,22,2.00E+05,7,0,,
Moschus_leucogaster_MG602790.1,Moschus_leucogaster,Cetartiodactyla,Moschidae,Moschus_leucogaster,Cetartiodactyla,Moschidae,Moschus_leucogaster,82.19558311,29.96776618,225843.5716,4.047972488,64.93872559,12.58973694,-4.932860184,5531.900879,2145.93,2,18.46,1477,0.000719333,0.042292333,0.017008599,0.00871707,0.00238026,0.00871707,2.76022052,0.55954688,2.76022034,0.55954682,0.000268403,0.000260404,0.000156977,0.000371398,0.000185087,0.000367175,0.017928747,0.017394448,0.010485732,0.024808634,0.012363439,0.024526562,Terrestrial,5,0.242577576,0.165763715,0.215520422,0.18031159,0.292784093,0.268313265,21,20,NA,7,0,,
Moschus_moschiferus_JN632662.1,Moschus_moschiferus,Cetartiodactyla,Moschidae,Moschus_moschiferus,Cetartiodactyla,Moschidae,Moschus_moschiferus,116.2821272,53.41026949,7225246.064,-2.908353996,149.1231445,16.60807343,-24.15613708,1672.100342,13000,1.093150685,17.34,1477,0.000653667,0.042853667,0.015253459,0.01491421,0.00279772,0.01491421,2.76022052,0.55954688,2.08533915,0.397922687,0.000323189,0.000312499,0.000207735,0.000531254,0.000221752,0.000478227,0.022725129,0.021973394,0.014606919,0.037355238,0.01559254,0.03362666,Terrestrial,4,0.135494394,0.136558158,0.212277023,0.194812583,0.292784093,0.267886236,20,20,190000,6,2.03E-05,,
Mungotictis_decemlineata_KJ419916.1,Mungotictis_decemlineata,Carnivora,Eupleridae,Mungotictis_decemlineata,Carnivora,Eupleridae,Mungotictis_decemlineata,43.82562656,-21.78531755,13303.64194,25.30437775,21.22589844,27.44263916,21.82260437,4914.188477,650,2.342643836,14,1753,0.005668667,0.20603,0.027513792,0.00605384,0.00174602,0.00605384,20.69671893,1.151895991,14.96398723,0.887832961,0.000370359,0.00036999,0.000299381,0.000434695,0.000330051,0.000409204,0.013555953,0.013542446,0.010957991,0.015910775,0.012080601,0.014977768,Terrestrial,5,0.320318461,0.289519933,0.25295448,0.174482677,0.288600014,0.209900348,22,22,12500,5.882046164,0,,
Muntiacus_crinifrons_AY239042.1,Muntiacus_crinifrons,Cetartiodactyla,Cervidae,Muntiacus_crinifrons,Cetartiodactyla,Cervidae,Muntiacus_crinifrons,118.8356982,29.25365533,113889.5409,16.79737854,79.57094238,27.56751404,5.559515381,3162.563232,36140.99,1.167123288,13.1650137,1480,0.000746,0.008725,0.085501433,0.01141676,0.00308023,0.01141676,8.0266736,0.723607644,1.13111712,0.203855062,0.000675725,0.000668443,0.000431798,0.001004397,0.000483869,0.000945647,0.008511827,0.008420096,0.005439181,0.012651971,0.006095091,0.011911913,Terrestrial,4,0.717912432,0.610225499,0.377464972,0.278692606,0.314741205,0.272761963,25,24,8500,6,0,,
Muntiacus_feae_MG857662.1,Muntiacus_feae,Cetartiodactyla,Cervidae,Muntiacus_feae,Cetartiodactyla,Cervidae,Muntiacus_feae,98.88284887,13.30189316,86931.77588,25.23486481,9.97880127,26.66157532,23.59664307,4900.524902,22000,1.334246575,14.6250137,1480,0.000579,0.014738667,0.039284422,0.010502,0.00300419,0.010502,8.0266736,0.723607644,1.55357748,0.236025884,0.000374404,0.000371876,0.000260769,0.000542795,0.000277372,0.000489094,0.010396184,0.010326,0.007240847,0.015071944,0.007701866,0.013580811,Terrestrial,1,0.717912432,0.610225499,0.388133363,0.264547152,0.314741205,0.272752599,25,24,NA,5.188565068,0.000901084,,
Muntiacus_gongshanensis_MK882935.1,Muntiacus_gongshanensis,Cetartiodactyla,Cervidae,Muntiacus_gongshanensis,Cetartiodactyla,Cervidae,Muntiacus_gongshanensis,96.87906174,28.25474266,84604.54453,6.960282898,55.24891602,14.00583496,-0.819743252,5748.598145,19906.73,1.501369863,15.5,1480,0.000671333,0.007533333,0.089115044,0.01132921,0.00306654,0.01132921,8.0266736,0.723607644,1.13111712,0.203855062,0.000602098,0.00059561,0.00038475,0.000894958,0.000431147,0.000842609,0.007409552,0.0073297,0.004734811,0.011013551,0.005305782,0.010369329,Terrestrial,1,0.695828449,NA,0.359136675,NA,0.314741205,NA,24,NA,NA,5.560972603,0,,
Muntiacus_muntjak_AY225986.1,Muntiacus_muntjak,Cetartiodactyla,Cervidae,Muntiacus_muntjak,Cetartiodactyla,Cervidae,Muntiacus_muntjak,108.613415,0.16259485,1494390.889,25.28789063,3.60633728,25.81505432,24.75867157,5424.702148,15925.79,1.502273973,18,1480,0.001401667,0.003878,0.361440605,0.01154427,0.00304204,0.01154427,8.0266736,0.723607644,0.92504383,0.324754219,0.001720837,0.001532547,0.00064153,0.007166916,0.000915985,0.003259923,0.00508197,0.004525912,0.001894563,0.021165311,0.002705083,0.009627193,Terrestrial,2,0.463067135,0.400218497,0.358223942,0.266875185,0.314741205,0.272561321,24,23,NA,6.620313151,0.013827433,,
Muntiacus_putaoensis_MF737190.1,Muntiacus_putaoensis,Cetartiodactyla,Cervidae,Muntiacus_putaoensis,Cetartiodactyla,Cervidae,Muntiacus_putaoensis,96.42001937,26.40117124,88435.87273,16.71124725,43.40739258,21.7339325,9.98861618,4347.777832,19506.63,1.383561644,17.6650137,1480,0.001023,0.031184333,0.032804934,0.01163373,0.00311351,0.01163373,8.0266736,0.723607644,2.38296126,0.320841296,0.000434775,0.000431961,0.000326259,0.000611143,0.000331956,0.000550989,0.014122128,0.01403073,0.010597372,0.019850835,0.010782421,0.017896938,Terrestrial,1,0.976572711,0.852991579,0.385492243,0.335967878,0.315068137,0.272903885,25,24,NA,6.105178767,0,,
Muntiacus_reevesi_AF527537.1,Muntiacus_reevesi,Cetartiodactyla,Cervidae,Muntiacus_reevesi,Cetartiodactyla,Cervidae,Muntiacus_reevesi,111.9582818,29.05632911,1886691.055,16.19542694,74.38694824,25.95829468,5.453919983,3194.346191,13500,1.374630137,23.2,1480,0.001612,0.042448,0.037975876,0.01104018,0.00308202,0.01104018,8.0266736,0.723607644,2.87066707,0.326135239,0.000560534,0.000551529,0.000424216,0.00076183,0.000452331,0.000712313,0.015666359,0.015414699,0.011856417,0.0212924,0.012642208,0.019908436,Terrestrial,2,0.327962707,0.270968721,0.353861363,0.276293484,0.314741205,0.272441143,23,22,2.00E+06,8.032315068,0.000141669,,
Muntiacus_vaginalis_MH547032.1,Muntiacus_vaginalis,Cetartiodactyla,Cervidae,Muntiacus_vaginalis,Cetartiodactyla,Cervidae,Muntiacus_vaginalis,92.23412423,21.18144281,5871970.764,23.44445801,38.13922119,28.29268494,17.44258881,4573.123535,15000,0.764383562,14,1480,4.67E-05,0.002154667,0.021658416,0.01123995,0.00295841,0.01123995,8.0266736,0.723607644,0.92504383,0.324754219,5.52E-05,4.92E-05,2.06E-05,0.000229964,2.94E-05,0.000104601,0.003056821,0.00272235,0.001139586,0.012731001,0.001627116,0.005790787,Terrestrial,2,0.695828449,NA,0.350844856,NA,0.314741205,NA,24,NA,NA,4,0.000513379,,
