"Species.FishBase","Lon","Lat","RangeSize","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","UV","Length","BodyMass","Low_Elev","Up_Elev","Deep","IUCN.Categories","Habitat","Map.Source","Seq.Names","Accession","Species.NCBI","Order.FTL","Family.FTL","Species.FTL","Backbone","MolRateAll","MolRate12nd","MolRate3rd","Clade","dN","dS","W","Clade.Age","Clade.Age.SD","Tip.Age","Tip.Age.SD","dN.Mean","dN.Mid","dN.Min","dN.Max","dN.QL","dN.QU","dS.Mean","dS.Mid","dS.Min","dS.Max","dS.QL","dS.QU","Div.Rate","Div.Rate.DNA","ClaDS.Rate","ClaDS.Rate.DNA","BAMM.Lambda","BAMM.Lambda.DNA","NTR","NTR.DNA"
"Heniochus_diphreutes",105.00255918,-1.14469719,13945196.173881,27.4773412466049,3.65113997459412,18.9342594146729,16.5086212158203,0.001,21,220.37,5,210,107.5,2,"Marine","AquMap","Heniochus_diphreutes_AP006005.1","AP006005.1","Heniochus_diphreutes","Chaetodontiformes","Chaetodontidae","Heniochus_diphreutes","Chaetodontidae",0.00518663,0.00130002,0.02328828,4022,0.00348033333333333,0.0717506666666667,0.0485059372270641,80.00412586,3.63420315063628,12.87562071,1.11986513090192,0.000272359341946352,0.000271528297340607,0.000221949290422315,0.00034132392886366,0.000228883362335588,0.000328785272474824,0.00561496916699897,0.00559783632402647,0.00457571388391765,0.0070367453630649,0.0047186669389388,0.00677824800984109,0.140083348226035,0.140083348195707,0.093749111,0.054058413,0.072407771,0.058796893,37,37
"Heniochus_acuminatus",103.09112441,0.27079646,14916611.4774355,27.85329246521,5.13076543807983,29.6649188995361,25.7095718383789,3321.49871826172,25,528.74,2,75,38.5,2,"Marine","AquMap","Heniochus_acuminatus_MW039154.1","MW039154.1","Heniochus_acuminatus","Chaetodontiformes","Chaetodontidae","Heniochus_acuminatus","Chaetodontidae",0.00497814,0.00117477,0.0227673,4022,0.00334866666666667,0.067615,0.0495254997658311,80.00412586,3.63420315063628,12.87562071,1.11986513090192,0.000262055545368552,0.000261255940530959,0.000213552588026298,0.000328411089873032,0.000220224332728984,0.000316346791234755,0.00529132561221223,0.00527518029633708,0.00431197239878503,0.0066311514558327,0.00444668572291565,0.00638755373959924,0.140083348226035,0.140083348195707,0.091032939,0.051452856,0.072407771,0.058796893,37,37
"Monodactylus_argenteus",90.79824198,-2.86576253,62453810.8764135,26.4176237106323,10.3957110881805,28.3097661972046,24.3102378845215,5156.84330078125,27,618.74,0,12,6,2,"Marine&Freshwater","AquMap","Monodactylus_argenteus_AP009169.1","AP009169.1","Monodactylus_argenteus","Incertae-sedis-in-Eupercaria","Monodactylidae","Monodactylus_argenteus","Monodactylidae",0.00177728,0.00020788,0.00599422,4032,0.003104,0.222880666666667,0.0139267350839463,85.9321412,5.51238606410093,85.93214108,5.51238605376182,3.63753609857096e-05,3.58049396349726e-05,3.43205750686564e-05,6.82120055503125e-05,3.47945820598444e-05,3.69870295419954e-05,0.00261190873284008,0.002570950005091,0.00246436618933167,0.00489791793547809,0.0024984019477726,0.00265582918889808,0.105664098769355,0.027890639711135,0.079234574,0.033538985,0.0763637,0.058141405,34,31
"Emmelichthys_struhsakeri",88.74076331,1.38903686,7016681.16176238,20.2581356620789,1.77083110809326,10.1337356567383,9.07089328765869,0.001,30,273.33,180,428,304,1,"Marine","AquMap","Emmelichthys_struhsakeri_AP004446.1","AP004446.1","Emmelichthys_struhsakeri","Incertae-sedis-in-Eupercaria","Emmelichthyidae","Emmelichthys_struhsakeri","Emmelichthyidae",0.00153515,0.00022856,0.00485144,4032,0.00352766666666667,0.165657666666667,0.0212949194423037,85.9321412,5.51238606410093,85.93214107,5.51238605127835,4.13402540114723e-05,4.06919752976293e-05,3.90050092301965e-05,7.75222996927574e-05,3.95437136962342e-05,4.20354092766259e-05,0.00194132004694732,0.00191087716522619,0.0018316579847074,0.00364041291176497,0.00185695530820737,0.0019739642307883,0.144484612840517,NA,0.125809658,NA,0.079952603,NA,35,NA
"Pomadasys_kaakan",106.52664802,-0.06659698,9857927.56487794,27.975564956665,5.19811201095581,29.793493270874,25.758337020874,3346.60614013672,80,9401.1,0,75,37.5,1,"Marine","AquMap","Pomadasys_kaakan_MW421307.1","MW421307.1","Pomadasys_kaakan","Incertae-sedis-in-Eupercaria","Haemulidae","Pomadasys_kaakan","Haemulidae",0.00876786,0.00134189,0.04273861,4034,0.00886833333333333,0.342990333333333,0.0258559279124485,42.15703782,2.38549351634646,34.50869582,1.81471853036122,0.000257710920470636,0.000256083914717757,0.000228707119983177,0.000312976762395912,0.000235273763272507,0.000283995547920514,0.00996718900761477,0.00990426317650986,0.0088454423588126,0.0121046424423711,0.00909941287232755,0.0109837693267927,0.120375893777325,0.032703336980874,0.06903894,0.036179765,0.071625196,0.057078639,40,37
"Parapristipoma_trilineatum",124.01586409,28.53668903,1068581.63574119,22.2431087493896,13.6422910690308,28.1540775299072,16.3285045623779,2607.64343261719,40,658.29,10,50,30,1,"Marine","AquMap","Parapristipoma_trilineatum_AP009168.1","AP009168.1","Parapristipoma_trilineatum","Incertae-sedis-in-Eupercaria","Haemulidae","Parapristipoma_trilineatum","Haemulidae",0.00674268,0.00111319,0.03025009,4034,0.00380633333333333,0.226895,0.0167757479597758,42.15703782,2.38549351634646,25.03565435,1.79954469462367,0.000152821086484395,0.000152898335597622,0.000124864831823944,0.000203162347638692,0.000132185895005546,0.000173489575844999,0.0091096436862799,0.00911424849516311,0.00744317523864448,0.0121104792540891,0.00787958279550311,0.0103416894591517,0.0341963262984263,0.0341963258416695,0.059629656,0.029411924,0.071494753,0.057909311,35,35
"Plectorhinchus_cinctus",113.86118576,-2.68757585,9627582.74463451,26.0674953460693,5.98208570480347,28.3501472473145,23.5918064117432,3682.62268066406,60,3432.26,3,50,26.5,1,"Marine","AquMap","Plectorhinchus_cinctus_KJ690267.1","KJ690267.1","Plectorhinchus_cinctus","Incertae-sedis-in-Eupercaria","Haemulidae","Plectorhinchus_cinctus","Haemulidae",0.00653578,0.00117686,0.03494487,4034,0.002789,0.161419333333333,0.0172779799197948,42.15703782,2.38549351634646,12.46448492,1.12260973586034,0.000225613181405068,0.000221238807307704,0.000177334016727386,0.000283368120182221,0.000193293291665678,0.000271703293578046,0.0130578448668406,0.0128046686206781,0.0102635850690057,0.0164005353344331,0.0111872622009607,0.0157254085743417,0.0531068109206151,0.0441254605661324,0.066098795,0.050414664,0.071503353,0.058040568,37,36
"Diagramma_pictum",107.92912014,0.73907636,14135433.6165528,27.9215431213379,5.20408582687378,29.7563400268555,25.7223300933838,796.217651367188,100,12461.01,1,170,85.5,1,"Marine","AquMap","Diagramma_picta_AP009167.1","AP009167.1","Diagramma_picta","Incertae-sedis-in-Eupercaria","Haemulidae","Diagramma_pictum","Haemulidae",0.00889922,0.00114031,0.04600855,4034,0.000689,0.098031,0.00702838897899644,42.15703782,2.38549351634646,3.56889975,0.588986627209587,0.000198597921437566,0.000194217158250852,0.000137810308211054,0.000319063906323948,0.000145412312136332,0.00027675292690935,0.0282565353214021,0.0276332398265446,0.0196076666534657,0.0453964496383788,0.0206892806546252,0.039376438574529,0.154463146449774,0.154463137584272,0.072065213,0.057188265,0.071512763,0.058933631,40,40
"Plectorhinchus_chaetodonoides",112.55952946,-0.27805495,9323183.94940825,28.2737236022949,4.40213823318481,29.7507705688477,26.4790210723877,4579.06247558594,72,9328.41,1,30,15.5,1,"Marine","AquMap","Plectorhinchus_chaetodonoides_MW411455.1","MW411455.1","Plectorhinchus_chaetodonoides","Incertae-sedis-in-Eupercaria","Haemulidae","Plectorhinchus_chaetodonoides","Haemulidae",0.00647978,0.00111865,0.03396425,4034,0.000898333333333333,0.0649006666666667,0.0138416657250568,42.15703782,2.38549351634646,3.56889975,0.588986627209587,0.00025893633201463,0.000253224596751836,0.000179680106738651,0.000416002529048399,0.000189591766428357,0.00036083654476086,0.0187070210448655,0.0182943730748705,0.0129811043199365,0.0300543689835924,0.0136971785184171,0.0260688671384152,0.0529586557502755,0.0529586530223666,0.07893088,0.066159026,0.071523283,0.058040568,37,37
"Plectorhinchus_vittatus",107.43983089,-0.83640339,9982474.94889271,28.189338684082,4.5430736541748,29.7665328979492,26.3225727081299,4740.62481689453,72,5273.99,2,25,13.5,2,"Marine","AquMap","Plectorhinchus_vittatus_KP976103.1","KP976103.1","Plectorhinchus_vittatus","Incertae-sedis-in-Eupercaria","Haemulidae","Plectorhinchus_vittatus","Haemulidae",0.00728912,0.0011879,0.03697404,4034,0.001604,0.0789693333333333,0.0203116821719824,42.15703782,2.38549351634646,4.11654833,0.621716860671555,0.000398169094890813,0.000393907430750436,0.000234523290472886,0.000605464658265404,0.000301278352947249,0.000524613400167873,0.0196029600857009,0.0193931466342943,0.0115462268701892,0.0298086910349835,0.0148327622693323,0.0258281611402682,0.0647535311165647,0.0647535301256522,0.070868246,0.053456235,0.071523283,0.058040568,38,38
"Plectorhinchus_lineatus",93.10495423,-0.75207094,11202354.345303,27.8442726135254,4.9130482673645,29.5735778808594,25.834924697876,4398.50280761719,72,6498.48,1,35,18,1,"Marine","AquMap","Plectorhinchus_lineatus_KM099284.1","KM099284.1","Plectorhinchus_lineatus","Incertae-sedis-in-Eupercaria","Haemulidae","Plectorhinchus_lineatus","Haemulidae",0.00654641,0.00094114,0.03590791,4034,0.000399666666666667,0.0768493333333333,0.0052006523587279,42.15703782,2.38549351634646,4.11654833,0.621716860671555,9.92112935939495e-05,9.81494200893128e-05,5.84358739145865e-05,0.00015086286892357,7.50691490406798e-05,0.000130717262427531,0.0190767016809824,0.0188725208530032,0.0112362584314096,0.0290084509629618,0.0144345639474818,0.0251347818333131,0.0750738653926086,0.0750738647266367,0.063736634,0.042529256,0.071515945,0.058040568,39,39
"Pristipomoides_multidens",107.94526828,0.68356666,11558535.6512137,26.5005049943924,3.00902724266052,15.84547996521,13.9310626983643,0.001,90,8758.02,40,245,142.5,2,"Marine","AquMap","Pristipomoides_multidens_KF430626.1","KF430626.1","Pristipomoides_multidens","Incertae-sedis-in-Eupercaria","Lutjanidae","Pristipomoides_multidens","Lutjanidae",0.00732394,0.00101807,0.03633139,4034,0.00393566666666667,0.307259,0.0128089548773727,42.15703782,2.38549351634646,25.09937329,1.93513917087136,0.000157713941123894,0.000156926784070028,0.000126177570045917,0.000192846289551313,0.000133649126433334,0.000180723329535655,0.0123127876266079,0.0122513339747369,0.00985073109038837,0.0150555834880783,0.0104340383515152,0.0141091393689665,0.106366832103291,0.0592687436708523,0.060337243,0.023716071,0.071568337,0.057922077,42,40
"Lutjanus_malabaricus",113.00781631,0.43668195,12023961.643912,28.1514873504639,4.8952112197876,29.8208312988281,26.1011295318604,1617.02373046875,100,14536.66,12,140,76,2,"Marine","AquMap","Lutjanus_malabaricus_FJ824741.1","FJ824741.1","Lutjanus_malabaricus","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_malabaricus","Lutjanidae",0.00635496,0.00069957,0.03799408,4034,0.002423,0.143022333333333,0.0169414100828076,42.15703782,2.38549351634646,10.64119003,0.957230443759964,0.000229513616941108,0.000228401191182575,0.000187273038680114,0.000273653245987163,0.00019165826440707,0.000269520238074397,0.0135474919631408,0.0134818288481406,0.0110541588784373,0.0161529202498244,0.0113130054387603,0.0159089613412942,0.120898955186635,0.0551965777092556,0.098496993,0.050679663,0.136193779,0.127125648,39,37
"Lutjanus_sebae",108.54601169,0.8590743,12888188.6567655,28.0016441345215,5.14761352539062,29.7967262268066,25.8267135620117,534.842626953125,116,26618.31,5,180,92.5,2,"Marine","AquMap","Lutjanus_sebae_FJ824742.1","FJ824742.1","Lutjanus_sebae","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_sebae","Lutjanidae",0.00712589,0.00093718,0.03882472,4034,0.002813,0.150411333333333,0.0187020481612644,42.15703782,2.38549351634646,10.64119003,0.957230443759964,0.000266455552808641,0.000265164073791409,0.000217416037064449,0.000317699785786995,0.000222507097720631,0.000312901539291489,0.0142473995634618,0.0141783440778756,0.0116252527632112,0.0169874327692628,0.0118974721806934,0.0167308701481995,0.125730887083619,0.0638779149933979,0.091250665,0.046331973,0.136246152,0.127125648,39,38
"Lutjanus_erythropterus",114.88953761,0.56325389,11342322.6289456,28.1981811523438,4.84182357788086,29.8345050811768,26.1685199737549,2697.41430664062,81.59999847,6385.83,5,100,52.5,2,"Marine","AquMap","Lutjanus_erythropterus_KP939271.1","KP939271.1","Lutjanus_erythropterus","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_erythropterus","Lutjanidae",0.00583642,0.00073829,0.02869963,4034,0.00118733333333333,0.150214666666667,0.00790424370456502,42.15703782,2.38549351634646,6.57945244,0.770848643321051,0.000182953608252684,0.000181533079793775,0.000144678358725157,0.000242342451383022,0.000147329051806908,0.00023332889813013,0.0231462509369519,0.0229665337480589,0.0183038838543907,0.0306597899104578,0.018639234481323,0.0295194463697233,0.0792347389159356,0.0792347358627218,0.104352251,0.052853124,0.136220179,0.127125648,38,38
"Caesio_cuning",122.47190356,-0.44284228,9563855.65111142,28.2997150421143,4.62275981903076,29.8506164550781,26.3701152801514,3774.2646484375,60,5079.52,1,60,30.5,2,"Marine","AquMap","Caesio_cuning_KP874185.1","KP874185.1","Caesio_cuning","Incertae-sedis-in-Eupercaria","Lutjanidae","Caesio_cuning","Lutjanidae",0.00540839,0.00072493,0.02931693,4034,0.000901333333333333,0.114607333333333,0.00786453455567125,42.15703782,2.38549351634646,3.97251142,0.599579064821602,0.000232809771568369,0.000226104645938796,0.000172879988808834,0.000430658900153868,0.000179948919961718,0.000334793450396699,0.0296024856805399,0.0287499081272073,0.0219822276302629,0.0547596170002601,0.0228810641860496,0.0425700272567655,0.189807517374895,NA,0.061182864,NA,0.071548044,NA,41,NA
"Pterocaesio_tile",106.31776747,-1.28074663,11885527.6449407,28.1554870605469,4.56089687347412,29.7086982727051,26.2888927459717,3782.16220703125,30,499.19,1,60,30.5,2,"Marine","AquMap","Pterocaesio_tile_AP004447.1","AP004447.1","Pterocaesio_tile","Incertae-sedis-in-Eupercaria","Lutjanidae","Pterocaesio_tile","Lutjanidae",0.00661318,0.00073257,0.03373985,4034,0.000978,0.132343666666667,0.00738985117031164,42.15703782,2.38549351634646,3.97251142,0.599579064821602,0.000252612377877809,0.000245336919816726,0.000187585017442721,0.000467290389442104,0.000195255226023551,0.000363270703943756,0.0341836895027963,0.0331991692609933,0.0253841401023521,0.0632340731460763,0.0264220782697193,0.0491580541436582,0.0998293373091484,0.0998293323943456,0.098064912,0.062716174,0.136159539,0.12728643,39,39
"Lutjanus_johnii",109.05940945,0.36453842,11930053.9275481,28.1581516265869,4.89797973632812,29.8417110443115,26.093843460083,3234.46962890625,97,8301.11,0.1,80,40.05,2,"Marine","AquMap","Lutjanus_johnii_KJ643926.1","KJ643926.1","Lutjanus_johnii","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_johnii","Lutjanidae",0.00547121,0.00088265,0.02941938,4034,0.00332166666666667,0.140708333333333,0.0236067515546343,42.15703782,2.38549351634646,10.03189594,0.957122632923736,0.000334059232106994,0.000337081692488301,0.000243782243963081,0.000435516637456677,0.000279823451059003,0.000394368339411672,0.0141510038487873,0.0142790375756773,0.0103268017795199,0.0184488169178525,0.0118535347996268,0.0167057436301206,0.0611900676378151,0.0611900639063922,0.124181817,0.077915272,0.136724226,0.127327008,40,40
"Lutjanus_vitta",119.43656219,-0.04642114,10673486.5510471,28.2020416259766,4.77850198745728,29.8181400299072,26.2089958190918,3444.0865625,40,1196.71,10,72,41,2,"Marine","AquMap","Lutjanus_vitta_MH675887.1","MH675887.1","Lutjanus_vitta","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_vitta","Lutjanidae",0.0063757,0.000678,0.03474795,4034,0.000668333333333333,0.0692893333333333,0.00964554428772105,42.15703782,2.38549351634646,3.07987566,0.516150562416093,0.000223271194097633,0.00021891371511835,0.000147374076936618,0.000368294897490029,0.000165325167266854,0.000299580712945658,0.0231475992891205,0.0226958384709332,0.0152789798626738,0.0381829046141932,0.0171400557952251,0.0310589743833357,0.199881184047784,0.199881161591586,0.134152336,0.094961134,0.136791997,0.129311913,43,43
"Lutjanus_ophuysenii",128.0771186,30.10362129,608236.536073368,22.2783718109131,13.0755262374878,28.2084789276123,16.7505760192871,2507.19836425781,15.44999981,50.45,1,50,25.5,1,"Marine","Marine GBIF","Lutjanus_ophuysenii_MZ042266.1","MZ042266.1","Lutjanus_ophuysenii","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_ophuysenii","Lutjanidae",0.006053,0.000724,0.03000768,4034,0.000575,0.0616,0.00933441558441558,42.15703782,2.38549351634646,3.07987566,0.516150562416093,0.000192091176966791,0.000188342223730251,0.000126793158461679,0.000316862193601147,0.000142237363359263,0.000257744004903372,0.0205788113063554,0.0201771843161452,0.0135834061934599,0.033945584566662,0.0152379505790097,0.027612227307909,0.656848387439627,0.395572379982273,0.146610274,0.079777129,0.13679315,0.129311913,45,44
"Lutjanus_fulviflamma",101.8828663,-0.57213814,12026689.740216,27.9440803527832,4.93017530441284,29.6689357757568,25.8940296173096,4411.89656982422,35,800.5,0.5,35,17.75,2,"Marine","AquMap","Lutjanus_fulviflamma_MH995530.1","MH995530.1","Lutjanus_fulviflamma","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_fulviflamma","Lutjanidae",0.0044703,0.00055451,0.0235966,4034,0.00029,0.0820603333333333,0.00353398515726234,42.15703782,2.38549351634646,4.18500087,0.509530166098413,7.03562984142618e-05,6.91262000285928e-05,5.2611832800321e-05,9.92771935638253e-05,5.68665848369363e-05,8.90518027212718e-05,0.019908487241289,0.0195604104014242,0.0148873949547308,0.0280921365387771,0.0160913479560251,0.0251986917766959,0.0676450082308586,0.0676450036706562,0.126477441,0.096105211,0.136584966,0.127473893,40,40
"Lutjanus_carponotatus",120.97747063,-1.04681876,9069101.45725209,28.3934726715088,4.59180402755737,29.9047985076904,26.4696617126465,3260.4884765625,40,955.51,2,80,41,2,"Marine","AquMap","Lutjanus_carponotatus_MK092066.1","MK092066.1","Lutjanus_carponotatus","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_carponotatus","Lutjanidae",0.0053635,0.00067141,0.02722271,4034,0.000700666666666667,0.0672436666666667,0.0104198164882938,42.15703782,2.38549351634646,3.32109426,0.479637140310553,0.000215472448396099,0.000214466280590271,0.000157912335815682,0.000321101681231576,0.000164061831179102,0.000289948833183309,0.0206791020396734,0.0205825391292845,0.0151550016253251,0.0308164430335524,0.015745174721975,0.0278266736759762,0.101459240529949,0.101459235391759,0.124759011,0.066065218,0.136759137,0.127473893,42,42
"Lutjanus_russellii",110.12317047,0.05756776,12722598.6009,28.0428333282471,4.98464775085449,29.7672348022461,25.9505786895752,3217.92744140625,50,1730.26,3,80,41.5,2,"Marine","AquMap","Lutjanus_russellii_EF514208.1","EF514208.1","Lutjanus_russellii","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_russellii","Lutjanidae",0.00541491,0.00080429,0.02647886,4034,0.001267,0.06691,0.0189358840233149,42.15703782,2.38549351634646,3.32109426,0.479637140310553,0.000389634051547847,0.000387814620610666,0.00028554937603968,0.000580641051551485,0.000296669372174961,0.000524308047064584,0.0205764912305181,0.0204804074704496,0.0150798016975651,0.0306635301967718,0.0156670463237779,0.0276885962344841,0.136906701337978,0.136906696660128,0.114420832,0.062973438,0.13675872,0.127473893,43,43
"Lutjanus_argentimaculatus",105.32715286,0.34233629,14341333.7487347,26.5106462478638,11.3418120861053,28.5834190368652,24.0998302459717,3675.65400390625,150,50235.81,1,120,60.5,2,"Marine&Freshwater","AquMap","Lutjanus_argentimaculatus_JN182927.1","JN182927.1","Lutjanus_argentimaculatus","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_argentimaculatus","Lutjanidae",0.00485732,0.00065972,0.02661697,4034,0.00123033333333333,0.124654333333333,0.00986996039715159,42.15703782,2.38549351634646,7.71847934,0.813226942168427,0.000161159854978765,0.000158998869896689,0.000126381339307325,0.000200610135263191,0.000131084666599715,0.00019249159192964,0.0163283183005754,0.0161093726315837,0.0128046450261136,0.0203253232222781,0.0132811745260442,0.0195027724716294,0.127605698863116,0.0868663101296475,0.114779711,0.07315541,0.136743975,0.127327008,40,39
"Lutjanus_guttatus",-97.48352152,16.07205597,802922.349278629,26.2873153686523,8.26895809173584,29.3311882019043,22.9088497161865,2360.84518798828,80,5932.18,1,107,54,2,"Marine","AquMap","Lutjanus_guttatus_KT724723.1","KT724723.1","Lutjanus_guttatus","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_guttatus","Lutjanidae",0.00483897,0.00073744,0.02307696,4034,0.000722666666666667,0.05481,0.0131849419205741,42.15703782,2.38549351634646,2.53147926,0.399637435698344,0.000292613889503658,0.000287868643796376,0.000199714154510403,0.000450170132332992,0.000218868214159887,0.000379392132991322,0.0221930359091727,0.0218331370384862,0.0151471394954546,0.0341427467064178,0.0165998618331689,0.0287746533338391,0.223914139908069,NA,0.132075594,NA,0.13680643,NA,44,NA
"Lutjanus_peru",-94.64925555,13.99082447,707066.136617166,26.6517372131348,7.2396125793457,29.1990509033203,23.7820320129395,3090.0357421875,95,12174.73,0,80,40,2,"Marine","AquMap","Lutjanus_peru_KR362299.1","KR362299.1","Lutjanus_peru","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_peru","Lutjanidae",0.0048584,0.00082713,0.02212527,4034,0.000790666666666667,0.045648,0.0173209487089613,42.15703782,2.38549351634646,2.32059702,0.3806733784494,0.000349742323629995,0.000349338432909807,0.000232079672599374,0.000492664655298824,0.000254724138671539,0.000470522070435416,0.0201918687888643,0.0201685507404724,0.0133987852801217,0.0284432835393095,0.0147061308795258,0.02716491332787,0.19399052098944,0.193990516317566,0.122076369,0.085805781,0.136743975,0.127327008,42,42
"Lutjanus_fulgens",-1.8554315,3.83267246,665135.415942393,26.7475128173828,6.43670320510864,28.9501438140869,23.9416561126709,1349.25915527344,60,4096.3,5,150,77.5,2,"Marine","AquMap","Lutjanus_fulgens_MN398650.1","MN398650.1","Lutjanus_fulgens","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_fulgens","Lutjanidae",0.0051831,0.00077217,0.02561857,4034,0.000254666666666667,0.0547406666666667,0.00465223904227205,42.15703782,2.38549351634646,2.32059702,0.3806733784494,0.000112648876582342,0.000112518786991186,7.47507883077243e-05,0.00015868288222947,8.20443684422664e-05,0.000151550953546652,0.0242139055106092,0.0241859427189352,0.0160677015150145,0.034108927075246,0.0176354584742485,0.0325759171378773,0.135875556587609,NA,0.129201367,NA,0.136731097,NA,41,NA
"Lutjanus_kasmira",98.92125555,0.24699214,15654823.7319846,25.9239918589592,3.46278262138367,18.245325088501,15.9554815292358,0.001,40,1210.52,0.1,265,132.55,2,"Marine","AquMap","Lutjanus_kasmira_FJ416614.1","FJ416614.1","Lutjanus_kasmira","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_kasmira","Lutjanidae",0.00606142,0.00067707,0.03312478,4034,9e-05,0.0325163333333333,0.0027678397523296,42.15703782,2.38549351634646,1.29213726,0.426330348087722,7.92275165164591e-05,7.37487196107946e-05,3.42221067965484e-05,0.000404663522281223,3.94432035497373e-05,0.000135858194510313,0.028624314846904,0.0266448661085682,0.0123641936885056,0.146201933092633,0.0142505372706419,0.0490845593195798,0.092747499956239,0.092747491368846,0.119215973,0.074725742,0.136731097,0.127327008,41,41
"Lutjanus_bengalensis",108.66967739,0.74931038,10647647.9711776,27.9983940124512,4.98261451721191,29.7476940155029,25.9139842987061,4538.16618652344,30,364.49,10,30,20,2,"Marine","AquMap","Lutjanus_bengalensis_FJ171339.1","FJ171339.1","Lutjanus_bengalensis","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_bengalensis","Lutjanidae",0.00727222,0.00076638,0.03851731,4034,0.000412,0.0509706666666667,0.00808308046458094,42.15703782,2.38549351634646,1.29213726,0.426330348087722,0.000362685964497568,0.00033760524977386,0.000156661200001977,0.00185245967977627,0.000180562220694353,0.000621928623758323,0.0448697703909807,0.0417669044930586,0.019381373312866,0.229177438959505,0.022338293115546,0.0769420305146704,0.131741290053743,0.131741277051753,0.11490988,0.066040017,0.136731097,0.127327008,42,42
"Lutjanus_rivulatus",104.23516062,0.23395657,12070418.2244929,28.0048809051514,4.85245180130005,29.7006988525391,25.979793548584,2682.93115234375,80,12716.39,1.5,100,50.75,2,"Marine","AquMap","Lutjanus_rivulatus_AP006000.1","AP006000.1","Lutjanus_rivulatus","Incertae-sedis-in-Eupercaria","Lutjanidae","Lutjanus_rivulatus","Lutjanidae",0.00464084,0.00067179,0.02385564,4034,0.000812,0.089998,0.0090224227205049,42.15703782,2.38549351634646,4.47439859,0.737741245049834,0.000186991286735027,0.000180115493769822,0.000135074081146919,0.000305506299562471,0.000136416919224634,0.000293900093028062,0.02072517465958,0.0199630963156361,0.0149709324569709,0.0338607831872208,0.0151197658822397,0.0325744095718467,0.0769781129219197,0.0769781099793641,0.124137664,0.07635607,0.136724226,0.127327008,40,40
"Chaetodontoplus_poliourus",141.50083311,-1.77452589,1411202.65703107,29.1708564758301,2.48406171798706,29.9544734954834,28.2122230529785,4818.13537597656,8.600000381,16.27,2,25,13.5,2,"Marine","AquMap","Chaetodontoplus_poliourus_MH517023.1","MH517023.1","Chaetodontoplus_poliourus","Incertae-sedis-in-Eupercaria","Pomacanthidae","Chaetodontoplus_poliourus","Pomacanthidae",0.00855787,0.0014572,0.02878902,4060,0.00273733333333333,0.0446383333333333,0.061322480678042,22.61400034,1.58733507461865,7.85965992,0.836930093386016,0.00035234218513235,0.000348359953036467,0.000275286804298671,0.000488212248432022,0.000287567945929477,0.000441269576149844,0.005745726220409,0.00568078703249859,0.00448916614681643,0.00796139104344548,0.0046894375887903,0.00719588593401198,0.12884829704902,NA,0.088257965,NA,0.071589719,NA,35,NA
"Chaetodontoplus_mesoleucus",122.5442161,0.19434974,5280821.10821944,28.7758522033691,3.57584071159363,29.908519744873,27.3325805664062,4940.60185546875,18,136.5,1,20,10.5,2,"Marine","AquMap","Chaetodontoplus_mesoleucus_KP218262.1","KP218262.1","Chaetodontoplus_mesoleucus","Incertae-sedis-in-Eupercaria","Pomacanthidae","Chaetodontoplus_mesoleucus","Pomacanthidae",0.00846517,0.00130639,0.03036782,4060,0.001651,0.0603826666666667,0.0273422836575618,22.61400034,1.58733507461865,7.85965992,0.836930093386016,0.000212512279951355,0.000210110429540869,0.00016603696318696,0.00029446118685872,0.000173444232365892,0.000266148101640304,0.00777229446570324,0.00768445065424378,0.00607253458659227,0.0107694437870146,0.0063434435301063,0.00973393828304822,0.12884829704902,0.0371358384567743,0.084920137,0.040680368,0.071589719,0.058219353,35,33
"Chaetodontoplus_conspicillatus",140.53721522,-9.50262548,1121186.53249262,25.5723400115967,6.85256862640381,28.4356937408447,22.7782878875732,3783.210546875,10,25.12,20,40,30,2,"Marine","AquMap","Chaetodontoplus_conspicillatus_KP033452.1","KP033452.1","Chaetodontoplus_conspicillatus","Incertae-sedis-in-Eupercaria","Pomacanthidae","Chaetodontoplus_conspicillatus","Pomacanthidae",0.00617226,0.00099353,0.02121988,4060,0.001467,0.0534,0.0274719101123596,22.61400034,1.58733507461865,8.39528308,1.00035647283392,0.000177312758326358,0.000175135213745782,0.000130273108202695,0.000251675520772752,0.0001393878549286,0.000229646042513006,0.00645432944419052,0.006375065040235,0.00474204770144778,0.00916119482567481,0.00507383193809627,0.00835930379699696,0.0759541397322845,NA,0.07752119,NA,0.071535695,NA,35,NA
