Seq.Names,Species.NCBI,Order.BL,Family.BL,Species.BL,Order.IOC,Family.IOC,Species.IOC,,Migration,Lon,Lat,RangeSize,AnnualTemp,TempRange,TempWarmQuarter,TempColdQuarter,UV,Habitat,Clade,dN,dS,W,MolRateAll,MolRate12nd,MolRate3rd,Clade.Age,Clade.Age.SD,Tip.Age,Tip.Age.SD,dN.Mean,dN.Mid,dN.Min,dN.Max,dN.QL,dN.QU,dS.Mean,dS.Mid,dS.Min,dS.Max,dS.QL,dS.QU,BodyMass,Island,IUCN.Categories,Population,Div.Rate,Div.Rate.DNA,BAMM.Lambda,BAMM.Lambda.DNA,ClaDS.Rate,ClaDS.Rate.DNA,NTR,NTR.DNA,AFR,MaxLongevity,Generation
Grus_japonensis_FJ769847.1,Grus_japonensis,GRUIFORMES,Gruidae,Grus_japonensis,GRUIFORMES,Gruidae,Grus_japonensis,,3,128.1359585,48.03149532,738171.2205,1.585004616,146.7745996,20.00340118,-20.11394806,1814.820679,Terrestrial,2008,0.001486,0.037078,0.040077674,0.00288416,0.00106833,0.00625914,43.14336353,3.537857947,5.50969348,0.548427829,0.000272408,0.00026881,0.000209208,0.000357444,0.000221839,0.000344928,0.006796995,0.006707224,0.005220072,0.008918782,0.00553522,0.008606489,8786,0.023255814,5,2233069,0.196837651,0.118235969,0.224784524,0.264352441,0.172589067,0.123574286,25,20,4.381396084,33.74881713,12.55007461
Grus_leucogeranus_FJ769846.1,Grus_leucogeranus,GRUIFORMES,Gruidae,Grus_leucogeranus,GRUIFORMES,Gruidae,Leucogeranus_leucogeranus,,3,148.3409872,70.27830679,129749.9367,-12.87571411,162.9679785,9.327168274,-33.34122009,1077.109009,Terrestrial,2008,0.002772333,0.050117,0.055317224,0.00225795,0.00107089,0.00466513,43.14336353,3.537857947,9.0858456,0.812064218,0.000307544,0.000304777,0.000241952,0.000385833,0.000259197,0.000366744,0.005559644,0.005509621,0.004373899,0.00697492,0.004685644,0.006629837,5913.4,0,6,752782,0.056137982,0.054513995,0.217561117,0.255749639,0.086819255,0.070122264,21,18,5.971544359,36.83483731,15.74044381
Balearica_regulorum_FJ769841.1,Balearica_regulorum,GRUIFORMES,Gruidae,Balearica_regulorum,GRUIFORMES,Gruidae,Balearica_regulorum,,1,29.83167582,-12.81030105,3528882.187,21.266922,22.83253662,24.37899933,17.57049713,5373.667969,Terrestrial,2008,0.001197333,0.015995667,0.074853606,0.00245113,0.00095646,0.00547113,43.14336353,3.537857947,3.73538884,0.519242884,0.000326725,0.000328026,0.000225946,0.000516624,0.000251747,0.00041364,0.004364849,0.004382233,0.0030185,0.006901797,0.00336319,0.005525983,3772,0.01242236,5,1152401,0.062135593,0.062124935,0.149416885,0.165543933,0.049425,0.03628021,21,18,3.981029573,18.55391234,9.252157642
Balearica_pavonina_FJ769842.1,Balearica_pavonina,GRUIFORMES,Gruidae,Balearica_pavonina,GRUIFORMES,Gruidae,Balearica_pavonina,,1,23.787096,10.71856236,2976931.847,25.89260254,21.55161621,29.31974182,22.93941803,5811.594238,Terrestrial,2008,0.001085667,0.011057333,0.098185216,0.00232359,0.00095365,0.00523302,43.14336353,3.537857947,3.73538884,0.519242884,0.000296253,0.000297433,0.000204873,0.000468443,0.000228268,0.000375063,0.003017292,0.003029308,0.0020866,0.004771009,0.002324875,0.00381995,3590,0,4,299403,0.062135593,0.062124935,0.1494623,0.165570116,0.047246875,0.032440043,21,18,4,18.23188998,9.007199086
Aramus_guarauna_MK434260.1,Aramus_guarauna,GRUIFORMES,Aramidae,Aramus_guarauna,GRUIFORMES,Aramidae,Aramus_guarauna,,1,-58.31807266,-10.59427938,12204575.67,23.97168579,16.50072021,26.12700195,21.48895721,4957.121582,Terrestrial,2008,0.004604333,0.216377,0.021279218,0.00189178,0.00083763,0.00425031,43.14336353,3.537857947,25.04879888,2.199049291,0.000185201,0.000184813,0.00014424,0.000227427,0.000156248,0.000221885,0.008703358,0.008685143,0.006778443,0.010687737,0.007342746,0.010427299,1080,0.037922506,2,6346144,0.022573459,0.024350494,0.07365826,0.049926984,0.045030668,0.03406587,19,16,1.22648576,14.31117689,3.850647088
Psophia_crepitans_MN356218.1,Psophia_crepitans,GRUIFORMES,Psophiidae,Psophia_crepitans,GRUIFORMES,Psophiidae,Psophia_crepitans,,1,-63.54305274,1.50329753,2593241.626,24.82645874,6.118200684,25.72851868,23.95100403,5515.316406,Terrestrial,2008,0.009637333,0.394941333,0.024401936,0.00212765,0.00086365,0.00541862,43.14336353,3.537857947,43.14336294,3.537857959,0.000224926,0.000223072,0.000186229,0.000294026,0.000195945,0.000265785,0.009217551,0.009141583,0.007631742,0.012049297,0.008029889,0.010891952,1026,0,3,724407,0.025007439,0.02972501,0.070463459,0.045808444,0.035679746,0.029305047,19,16,2.55218327,19.19818149,6.48022498
Amazilia_versicolor_KF624601.1,Amazilia_versicolor,APODIFORMES,Trochilidae,Amazilia_versicolor,APODIFORMES,Trochilidae,Chrysuronia_versicolor,,1,-54.80768194,-10.92641309,5113618.063,23.92528534,12.66259033,25.59504395,22.00503845,5092.986328,Terrestrial,2078,0.002006667,0.081213333,0.024708586,0.0041574,0.00122926,0.01040153,53.09987064,1.162923149,6.38140929,0.682983742,0.000317994,0.000317776,0.000247862,0.000424857,0.000251798,0.000379918,0.012869765,0.01286094,0.010031423,0.017194728,0.010190718,0.015375964,4.1,0,2,3236919,0.530653068,0.325691899,0.230273283,0.138739034,0.273542768,0.142512476,36,34,0.95758758,7.362662249,1.989415718
Hylocharis_cyanus_KJ619586.1,Hylocharis_cyanus,APODIFORMES,Trochilidae,Hylocharis_cyanus,APODIFORMES,Trochilidae,Chlorestes_cyanus,Resident,1,-60.14097231,-5.70768631,7031990.781,24.8173111,7.458776245,25.87613831,23.70322723,5312.427734,Terrestrial,2078,0.002385,0.087738333,0.027183101,0.00426449,0.00144212,0.01003832,53.09987064,1.162923149,6.38140925,0.682983787,0.000377948,0.000377689,0.000294594,0.000504959,0.000299272,0.000451547,0.013903773,0.013894239,0.010837387,0.018576221,0.01100948,0.016611329,3,0,2,3202093,0.295931928,0.26913621,0.22960769,0.138414992,0.163197428,0.103976129,37,33,0.890334241,6.781063861,1.871763061
Calliphlox_amethystina_KP853095.1,Calliphlox_amethystina,APODIFORMES,Trochilidae,Calliphlox_amethystina,APODIFORMES,Trochilidae,Calliphlox_amethystina,,1,-53.36383604,-9.78105408,7988128.33,24.37281036,12.37707275,26.03705139,22.51364136,5208.361328,Terrestrial,2078,0.003198,0.078288667,0.040848824,0.00505944,0.00175351,0.01097207,53.09987064,1.162923149,5.81923088,0.6011717,0.000555475,0.000544105,0.000423307,0.000729946,0.000456285,0.000686014,0.013598322,0.013319958,0.010362769,0.017869437,0.011170092,0.016793971,2.8,0,2,1791663,0.166566658,0.147855737,0.590794537,0.332366418,0.297999594,0.177282066,26,24,0.861980889,6.671516688,1.709314859
Archilochus_colubris_EF532935.1,Archilochus_colubris,APODIFORMES,Trochilidae,Archilochus_colubris,APODIFORMES,Trochilidae,Archilochus_colubris,,3,-87.67522244,41.83460375,4936988.472,9.843592834,92.23543945,21.88709259,-3.182733154,2438.310303,Terrestrial,2078,0.001657333,0.068269,0.024276514,0.00462125,0.00148489,0.01067943,53.09987064,1.162923149,5.81923088,0.6011717,0.00028787,0.000281977,0.000219375,0.000378287,0.000236465,0.00035552,0.011857959,0.011615221,0.009036504,0.015582442,0.009740503,0.014644618,3.1,0.032258065,2,38146029,0.264025159,0.185554483,0.587869512,0.332238244,0.189996458,0.12269908,27,24,1,9.166666667,2.160837318
Calypte_anna_MN356119.1,Calypte_anna,APODIFORMES,Trochilidae,Calypte_anna,APODIFORMES,Trochilidae,Calypte_anna,,2,-118.4146319,37.46715107,493015.7329,15.46762543,59.96026367,23.95654297,7.566138458,3263.315918,Terrestrial,2078,0.000829,0.077357667,0.010716456,0.00346231,0.00110534,0.00883579,53.09987064,1.162923149,6.77430487,0.638642123,0.00012347,0.000122752,9.37E-05,0.000164449,0.000102762,0.000149257,0.011521494,0.011454522,0.008745152,0.015345492,0.009589168,0.013927853,4.2,0.0875,2,20616809,0.213542027,0.191914669,0.589241492,0.332924452,0.236036296,0.143594574,26,24,1,8.595716485,2.079680549
Oreotrochilus_melanogaster_KJ619587.1,Oreotrochilus_melanogaster,APODIFORMES,Trochilidae,Oreotrochilus_melanogaster,APODIFORMES,Trochilidae,Oreotrochilus_melanogaster,,1,-75.56678593,-11.87869751,55336.68951,6.648722076,8.268043213,7.4858078,5.149456024,7993.193848,Terrestrial,2078,0.003577,0.137799333,0.025958036,0.00348645,0.00129054,0.00822165,53.09987064,1.162923149,12.3267763,1.079152216,0.000292332,0.000293203,0.000231909,0.000356657,0.000244935,0.000331093,0.011261723,0.011295279,0.008934001,0.013739736,0.009435802,0.012754925,9.1,0,2,4052,0.713258148,0.394455773,0.153952822,0.133034654,0.1670165,0.080191788,32,30,1.087243055,8.445950313,2.368836856
Lophornis_magnificus_KT265276.1,Lophornis_magnificus,APODIFORMES,Trochilidae,Lophornis_magnificus,APODIFORMES,Trochilidae,Lophornis_magnificus,,1,-47.73606925,-18.39014354,2557177.007,22.98116302,17.22219482,25.09992981,20.243013,4843.51709,Terrestrial,2078,0.004691667,0.262849667,0.01784924,0.00482022,0.00151951,0.01173927,53.09987064,1.162923149,12.3267763,1.079152216,0.000383429,0.000384571,0.000304177,0.000467798,0.000321262,0.000434268,0.021481528,0.021545534,0.017041442,0.026208292,0.017998618,0.024329783,2.7,0,2,552426,0.120172293,NA,0.149941559,NA,0.106303111,NA,27,NA,0.832783391,6.474984603,1.90299483
Heliodoxa_aurescens_KP853094.1,Heliodoxa_aurescens,APODIFORMES,Trochilidae,Heliodoxa_aurescens,APODIFORMES,Trochilidae,Heliodoxa_aurescens,,1,-66.78622245,-5.01798436,3600288.829,24.73219452,5.114934998,25.39549713,23.85972595,5233.510254,Terrestrial,2078,0.004931667,0.190711667,0.025859281,0.00382505,0.00128467,0.0094785,53.09987064,1.162923149,14.92974196,1.022266767,0.000331845,0.000326431,0.000273473,0.000387275,0.000288821,0.00037004,0.012832724,0.012623344,0.010575428,0.014976252,0.011168934,0.014309745,6.4,0,2,243857,0.09137968,0.083990638,0.150023928,0.132849475,0.085925239,0.078824364,28,26,1.01441703,7.687305102,2.197092431
Chrysolampis_mosquitus_KJ619585.1,Chrysolampis_mosquitus,APODIFORMES,Trochilidae,Chrysolampis_mosquitus,APODIFORMES,Trochilidae,Chrysolampis_mosquitus,,3,-53.18357931,-6.05792447,7397775.668,24.99390869,9.924880981,26.43637085,23.5742981,5386.878906,Terrestrial,2078,0.00558,0.276205333,0.020202362,0.00368574,0.00113907,0.00976992,53.09987064,1.162923149,19.61570805,1.187905474,0.000285509,0.000287204,0.000249725,0.000341263,0.000255181,0.000322712,0.014132478,0.014216335,0.0123612,0.016892228,0.012631252,0.015973971,3.9,0.001808318,2,3170440,0.089461525,0.080740895,0.147675933,0.132591546,0.124255113,0.091069925,24,23,0.920118694,7.012970625,1.838620899
Glaucis_hirsutus_KT265275.1,Glaucis_hirsutus,APODIFORMES,Trochilidae,Glaucis_hirsutus,APODIFORMES,Trochilidae,Glaucis_hirsutus,,1,-62.79682515,-4.08703159,7820159.95,24.89995575,7.196141357,25.91012268,23.79720154,5306.853516,Terrestrial,2078,0.002275667,0.115261333,0.019743539,0.00350174,0.00131647,0.00842408,53.09987064,1.162923149,7.26673948,0.811725082,0.000317137,0.000317487,0.000246609,0.000453846,0.000258506,0.00038467,0.016062836,0.016080559,0.012490623,0.022987052,0.01309318,0.01948334,6.8,0.002713704,2,2780650,0.223687223,0.082882385,0.148055921,0.132161166,0.092836884,0.058588795,23,20,1.025411108,7.741634345,2.223206629
Phaethornis_malaris_KP853097.1,Phaethornis_malaris,APODIFORMES,Trochilidae,Phaethornis_malaris,APODIFORMES,Trochilidae,Phaethornis_malaris,,1,-65.14464845,-5.48946803,3801993.443,24.85440521,6.056409302,25.63960266,23.8529129,5212.420898,Terrestrial,2078,0.003024667,0.1232,0.024550866,0.00377302,0.00136953,0.00910182,53.09987064,1.162923149,7.26673948,0.811725082,0.000421518,0.000421983,0.000327777,0.000603222,0.000343589,0.000511278,0.01716917,0.017188114,0.013350919,0.024570294,0.013994977,0.020825262,5.9,0,2,1067401,0.176716305,0.181253906,0.148202011,0.132014039,0.123237913,0.056012498,25,24,0.998292371,7.580825904,2.158681777
Florisuga_mellivora_KJ619588.1,Florisuga_mellivora,APODIFORMES,Trochilidae,Florisuga_mellivora,APODIFORMES,Trochilidae,Florisuga_mellivora,,1,-64.58987882,-2.07386017,8105538.694,24.96710968,6.569509277,25.92403259,23.995401,5334.320801,Terrestrial,2078,0.001643667,0.081681667,0.020122835,0.00319326,0.00095553,0.0083589,53.09987064,1.162923149,6.23685683,0.736582174,0.00026708,0.000265054,0.000180281,0.000355523,0.000217315,0.000318843,0.013272505,0.013171823,0.008959011,0.017667628,0.010799428,0.015844829,7.4,0.003937008,2,6625486,0.054385258,0.053035435,0.141960409,0.132232664,0.048452285,0.038272549,20,19,0.987860871,7.647569488,2.239834915
Florisuga_fusca_KP853096.1,Florisuga_fusca,APODIFORMES,Trochilidae,Florisuga_fusca,APODIFORMES,Trochilidae,Florisuga_fusca,,1,-47.58964906,-24.29493486,675214.038,20.48041382,27.13591064,23.95956116,16.47139893,4218.199707,Terrestrial,2078,0.001971333,0.083812,0.023520896,0.00327114,0.00100341,0.00850523,53.09987064,1.162923149,6.23685683,0.736582174,0.000320323,0.000317893,0.00021622,0.000426397,0.000260637,0.000382405,0.013618665,0.013515356,0.00919267,0.018128416,0.011081087,0.016258076,8,0,2,1902973,0.054385258,0.053035435,0.14142345,0.131657623,0.05243541,0.038413106,20,19,1.062596115,8.655413719,2.211508977
Chaetura_pelagica_KT809406.1,Chaetura_pelagica,APODIFORMES,Apodidae,Chaetura_pelagica,APODIFORMES,Apodidae,Chaetura_pelagica,,3,-88.84850312,40.90116705,5841319.174,10.49401932,92.67561523,22.682164,-2.555874825,2560.428467,Terrestrial,2078,0.003351667,0.191405,0.017510863,0.00236398,0.0007112,0.00563817,53.09987064,1.162923149,13.86930619,1.359447706,0.000243869,0.000244146,0.000189638,0.000296426,0.000194313,0.000282922,0.01392674,0.013942518,0.010829725,0.016928132,0.011096737,0.016156949,23.6,0.066666667,4,17068138,0.124433568,0.086329581,0.07392665,0.046122518,0.076321861,0.021918176,26,23,1.022601638,15,3.009395796
Apus_apus_NC_008540.1,Apus_apus,APODIFORMES,Apodidae,Apus_apus,APODIFORMES,Apodidae,Apus_apus,,3,58.18881184,48.73891094,24779919.71,5.916439438,102.6812305,19.64116974,-8.313464355,2216.900879,Terrestrial,2078,0.003793,0.201438,0.018829615,0.00270898,0.00087344,0.00634227,53.09987064,1.162923149,13.86930619,1.359447706,0.000275981,0.000276294,0.000214609,0.000335458,0.0002199,0.000320176,0.014656747,0.014673352,0.011397394,0.017815465,0.011678402,0.017003858,37.6,0.013157895,2,129654873,0.109961343,0.076386502,0.093393584,0.045693419,0.102018357,0.042767488,30,24,4,21,8.011577329
Cypseloides_fumigatus_KY688216.1,Cypseloides_fumigatus,APODIFORMES,Apodidae,Cypseloides_fumigatus,APODIFORMES,Apodidae,Cypseloides_fumigatus,,3,-47.32183907,-19.46000374,2325060.024,22.39231873,19.79280762,24.81981354,19.3040802,4737.274414,Terrestrial,2078,0.005273667,0.192271333,0.027428252,0.00242086,0.00079534,0.00597173,53.09987064,1.162923149,21.14959518,1.84367277,0.000251163,0.00025173,0.000200109,0.000310872,0.000206135,0.000290125,0.0091571,0.009177769,0.007295735,0.011334006,0.007515414,0.010577593,42,0,2,464169,0.056306895,NA,0.06532889,NA,0.055381086,NA,21,NA,1.153210524,12.43015427,3.602283622
Hemiprocne_comata_MN356189.1,Hemiprocne_comata,APODIFORMES,Hemiprocnidae,Hemiprocne_comata,APODIFORMES,Hemiprocnidae,Hemiprocne_comata,,1,110.9722621,3.14527326,1482225.388,25.86175842,4.538160706,26.50982666,25.17951508,5346.962402,Terrestrial,2078,0.007433667,0.319918667,0.023236114,0.00230702,0.00083016,0.00574131,53.09987064,1.162923149,29.11545477,2.317695362,0.000256881,0.000258901,0.000209103,0.000302548,0.000216649,0.000292582,0.01105523,0.011142162,0.00899904,0.013020608,0.009323814,0.012591712,20.6,0.320512821,2,1293314,0.023095493,0.020760871,0.055232259,0.046100426,0.035620476,0.02434104,18,17,1.065537374,7.913596669,2.546139483
Aegotheles_bennettii_MN356366.1,Aegotheles_bennettii,APODIFORMES,Aegothelidae,Aegotheles_bennettii,APODIFORMES,Aegothelidae,Aegotheles_bennettii,,1,144.0071889,-5.64824021,198113.2028,25.10113068,3.623022156,25.50339355,24.48675537,5525.810059,Terrestrial,2078,0.002216333,0.040514667,0.054704469,0.00219187,0.00083851,0.00552016,53.09987064,1.162923149,7.78455821,1.134751933,0.000290658,0.000288422,0.000206089,0.000435911,0.000210617,0.000370939,0.005313232,0.005272368,0.003767324,0.00796848,0.003850083,0.006780773,60,0.139534884,2,68545,0.039613978,0.037635769,0.045814244,0.046179155,0.020122397,0.016434685,19,18,1.363792464,9.745224002,3.591851529
Aegotheles_cristatus_EU344979.2,Aegotheles_cristatus,APODIFORMES,Aegothelidae,Aegotheles_cristatus,APODIFORMES,Aegothelidae,Aegotheles_cristatus,,1,134.5151459,-25.67911017,7702677.482,22.04045868,48.99793945,28.20238953,14.62908173,4519.699707,Terrestrial,2078,0.001945,0.060952,0.031910356,0.00206955,0.00080088,0.00525155,53.09987064,1.162923149,7.78455821,1.134751933,0.000255074,0.000253112,0.000180859,0.000382545,0.000184832,0.000325527,0.007993454,0.007931977,0.005667724,0.011988122,0.00579223,0.010201286,42.8,0.008955224,2,1224828,0.039613978,0.037635769,0.046344861,0.045698541,0.021292919,0.013491251,19,18,1.302397426,9.589730011,3.113611927
Podargus_strigoides_MT180466.1,Podargus_strigoides,CAPRIMULGIFORMES,Podargidae,Podargus_strigoides,CAPRIMULGIFORMES,Podargidae,Podargus_strigoides,,1,134.4832661,-25.73221065,7674636.859,22.03520203,49.13646973,28.21479797,14.60322876,4518.09375,Terrestrial,2096,0.002958667,0.028577333,0.103531937,0.00460842,0.00224153,0.00847441,54.17579714,1.948987966,6.63169954,0.66263655,0.000450627,0.000444994,0.00034696,0.00058437,0.000371244,0.000556374,0.004352544,0.00429813,0.003351234,0.005644341,0.003585789,0.005373932,308,0.012030075,2,721978,0.073295648,0.05669686,0.046518982,0.046824811,0.028167728,0.015591509,19,19,2.158087352,17.9,6.084825413
Podargus_papuensis_MT180467.1,Podargus_papuensis,CAPRIMULGIFORMES,Podargidae,Podargus_papuensis,CAPRIMULGIFORMES,Podargidae,Podargus_papuensis,,1,141.2356843,-7.17505965,958302.8674,24.01747894,7.15031311,24.85376129,22.83824005,5392.753418,Terrestrial,2096,0.001907,0.024504333,0.07782297,0.00393382,0.00189461,0.00789895,54.17579714,1.948987966,6.63169954,0.66263655,0.000290451,0.000286819,0.000223632,0.000376654,0.000239284,0.000358609,0.003732196,0.003685537,0.002873598,0.004839878,0.003074723,0.00460801,375.7,0.192,2,639752,0.073295648,0.05669686,0.046595495,0.047288672,0.029135701,0.01472894,19,19,2.332815859,16.17770583,6.387478191
Podargus_ocellatus_MT180469.1,Podargus_ocellatus,CAPRIMULGIFORMES,Podargidae,Podargus_ocellatus,CAPRIMULGIFORMES,Podargidae,Podargus_ocellatus,,1,141.461901,-7.16694091,761242.9345,24.50210266,7.054330444,25.33682861,23.35334778,5348.142578,Terrestrial,2096,0.004218,0.059800333,0.070534724,0.00346107,0.00160085,0.00736824,54.17579714,1.948987966,13.25808107,1.045431358,0.000320143,0.000316438,0.000263937,0.000392195,0.000276595,0.000380415,0.004538794,0.004486274,0.003741937,0.005560313,0.003921401,0.0053933,175.4,0.247863248,2,160728,0.03980078,0.033271649,0.046889681,0.046356042,0.031588006,0.017008096,18,18,2.007691015,13.96132683,5.355732673
Rigidipenna_inexpectata_MT180465.1,Rigidipenna_inexpectata,CAPRIMULGIFORMES,Podargidae,Rigidipenna_inexpectata,CAPRIMULGIFORMES,Podargidae,Rigidipenna_inexpectata,,1,156.5796844,-6.80290981,16697.9933,25.63648682,3.619213867,26.08125916,25.02843628,5051.875,Terrestrial,2096,0.010428,0.161789667,0.064454055,0.00251928,0.00127433,0.00524061,54.17579714,1.948987966,36.59911317,1.911549503,0.000285687,0.000285834,0.000251409,0.000325665,0.000253886,0.000311636,0.004432416,0.004434693,0.003900588,0.005052672,0.003939028,0.004835013,175.4,1,3,3716,0.022583457,0.020947268,0.046385502,0.046023924,0.030116127,0.018581515,17,17,1.677033782,11.97094235,4.448282802
Batrachostomus_cornutus_MT180470.1,Batrachostomus_cornutus,CAPRIMULGIFORMES,Podargidae,Batrachostomus_cornutus,CAPRIMULGIFORMES,Podargidae,Batrachostomus_cornutus,,1,110.7979758,0.17709407,860066.3897,25.52127991,3.093772583,25.98592834,25.07767334,5505.208496,Terrestrial,2096,0.018484,0.389749,0.047425394,0.00308629,0.00160751,0.00672727,54.17579714,1.948987966,42.85204712,1.960398559,0.000432216,0.000435341,0.000384786,0.000469274,0.000388239,0.00046198,0.009113595,0.009179498,0.008113503,0.009894985,0.008186313,0.00974119,46.3,0.14159292,2,34519,0.029938535,0.023110414,0.045689816,0.046296257,0.022027612,0.013169638,20,17,1.461339415,10.28435424,3.876210295
Steatornis_caripensis_MN356409.1,Steatornis_caripensis,CAPRIMULGIFORMES,Steatornithidae,Steatornis_caripensis,CAPRIMULGIFORMES,Steatornithidae,Steatornis_caripensis,,1,-70.0730382,0.86843803,1057217.822,20.31262054,5.272503662,20.92854309,19.39585266,5704.820313,Terrestrial,2096,0.008992667,0.371398667,0.024212975,0.0017318,0.00066365,0.00450528,54.17579714,1.948987966,54.17579677,1.948987977,0.000166198,0.000166961,0.000151016,0.000174344,0.000153259,0.000174183,0.006864007,0.006895527,0.006236984,0.007200439,0.006329616,0.007193802,408,0.005494505,2,1679124,0.013465653,0.012522647,0.051154784,0.048718185,0.035253312,0.025609148,13,12,2.128262934,14.21974383,5.015923232
Nyctibius_grandis_EU344977.1,Nyctibius_grandis,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius_grandis,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius_grandis,,1,-62.19585974,-3.92458112,8477906.135,24.81725769,7.596340332,25.87490845,23.66711731,5295.442383,Terrestrial,2101,0.006460333,0.230576667,0.028018157,0.00321579,0.00107905,0.007804,49.85243673,3.475299867,21.50456283,1.594308394,0.000302017,0.000303876,0.000242084,0.000352045,0.000260791,0.000338335,0.010779318,0.010845689,0.008640242,0.012564882,0.009307934,0.012075561,547,0.001259446,2,754622,0.030055634,0.023685057,0.045695103,0.045646316,0.02094186,0.015558409,15,14,2.611110965,16.49583914,6.886423305
Nyctibius_griseus_HM746792.1,Nyctibius_griseus,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius_griseus,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius_griseus,,1,-58.42426293,-9.16838853,13806169.86,24.19936371,12.99685181,25.91607056,22.23390656,5123.733887,Terrestrial,2101,0.006294667,0.263465333,0.023891821,0.00334055,0.00113775,0.00810355,49.85243673,3.475299867,21.50456283,1.594308394,0.000294272,0.000296084,0.000235876,0.000343017,0.000254104,0.000329659,0.012316843,0.012392681,0.009872656,0.014357094,0.010635586,0.013797978,172,0.001651528,2,1533287,0.034130892,0.036246985,0.045890895,0.045223103,0.021095828,0.014381184,16,15,2.079086782,13.45572402,5.220992114
Nyctibius_bracteatus_MN356162.1,Nyctibius_bracteatus,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius_bracteatus,CAPRIMULGIFORMES,Nyctibiidae,Nyctibius_bracteatus,,1,-65.24888998,-1.66421372,5116065.28,24.71133118,5.620473633,25.51103668,23.84841461,5395.291992,Terrestrial,2101,0.006658333,0.223775667,0.029754501,0.00232861,0.00086568,0.00589412,49.85243673,3.475299867,28.3102634,2.1770578,0.000236529,0.000238334,0.000192518,0.000282364,0.000198717,0.000265285,0.007949353,0.008010029,0.006470202,0.009489776,0.006678565,0.008915805,51.7,0,2,120623,0.016292453,0.014492473,0.046587296,0.046272985,0.029543713,0.022991816,13,12,1.324959398,9.392646696,3.417326792
Antrostomus_carolinensis_MN356120.1,Antrostomus_carolinensis,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus_carolinensis,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus_carolinensis,,3,-88.6017667,33.90674689,1808676.435,17.07901001,73.03530273,26.68078613,6.745778656,3203.32373,Terrestrial,2101,0.003916,0.174622333,0.022425539,0.00287178,0.00102128,0.00678169,49.85243673,3.475299867,14.34346496,1.26754433,0.000275222,0.000272658,0.000232423,0.000383121,0.000236516,0.000315185,0.0122727,0.012158384,0.010364195,0.017084131,0.010546703,0.014054718,109,0.005988024,3,10273267,0.178557125,0.105647104,0.102593206,0.049540251,0.079446872,0.037872775,29,25,1.270760867,14.83,4.055669608
Nyctiprogne_leucopyga_MN356292.1,Nyctiprogne_leucopyga,CAPRIMULGIFORMES,Caprimulgidae,Nyctiprogne_leucopyga,CAPRIMULGIFORMES,Caprimulgidae,Nyctiprogne_leucopyga,,1,-60.51255265,-4.54261742,5244008.149,25.2650589,6.990643311,26.34570923,24.28756104,5340.20459,Terrestrial,2101,0.004786667,0.145121,0.03298397,0.00269942,0.00108438,0.00609211,49.85243673,3.475299867,14.34346496,1.26754433,0.000336414,0.00033328,0.000284099,0.000468302,0.000289101,0.000385261,0.010199306,0.010104302,0.00861323,0.014197875,0.008764905,0.011680263,27.3,0,2,2268560,0.122138637,0.038268709,0.10258733,0.049929115,0.057503937,0.053393367,25,20,1.124661606,8.373696618,2.678505325
Chordeiles_acutipennis_MN356302.1,Chordeiles_acutipennis,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles_acutipennis,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles_acutipennis,,2,-68.26880319,2.75261026,10568175.91,23.73092499,18.57547119,26.22780762,21.03043671,5145.361328,Terrestrial,2101,0.003813,0.259924667,0.014669635,0.00254155,0.00082152,0.00688178,49.85243673,3.475299867,17.32935308,1.381437999,0.000221449,0.000219486,0.000183679,0.000284718,0.000189837,0.000259103,0.015095736,0.01496194,0.012521001,0.01940868,0.012940833,0.017662519,48.4,0.03630363,2,5490142,0.099023743,0.073880558,0.102736829,0.049395828,0.038407428,0.028730832,24,23,1.558119221,8.365286856,3.361353004
Pygoscelis_adeliae_KU356676.1,Pygoscelis_adeliae,SPHENISCIFORMES,Spheniscidae,Pygoscelis_adeliae,SPHENISCIFORMES,Spheniscidae,Pygoscelis_adeliae,,2,99.27605258,-70.24121829,148210.8006,-9.680166507,37.49431381,-3.232215357,-13.74829401,1532.286499,Terrestrial&Marine,1888,0.002181667,0.085312333,0.0255727,0.00328296,0.00106204,0.00811175,21.00210488,1.3888172,9.7028665,0.825553527,0.000226464,0.000225508,0.000180381,0.000273111,0.000193556,0.000263738,0.008855685,0.008818298,0.007053643,0.010679804,0.007568851,0.01031326,4847.7,0.086956522,2,9592150,0.033504882,0.031281425,0.099477275,0.087688117,0.042582087,0.032257624,20,18,5.5,28.66436437,12.83202211
