"GenBank","Seq.Names","Clade.Label","MajorGroup","Group","ThermoMode","Class","Order","Family","Species","dN","dS","Clade","Clade.Age","Tip.Age","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","Div.Rate","BAMM.Lambda","ClaDS.Rate","Div.Rate.DNA","BAMM.Lambda.DNA","ClaDS.Rate.DNA","NTR","NTR.DNA","Habitat","Length","BodyMass","Longevity","MaturityAge","Fecundity","Migration","Ref.BodyMass","Ref.Fecundity","Ref.MaturityAge","Ref.Longevity"
"HQ149049.1","Trachypithecus_vetulus_HQ149049.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_vetulus",4.94826e-10,6.66449e-09,"Mammals2396",16.20286735,7.73764829,7.66666666666667,26.18701477,8.923911133,27.39057617,24.84298706,0.259940278,0.504749068,0.423780502,0.236628395,0.371632684,0.341281124,20,20,"Terrestrial",NA,7205.08,24.55,4,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"DQ355297.1","Semnopithecus_entellus_DQ355297.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Semnopithecus_entellus",8.35465e-10,7.369093e-09,"Mammals2396",16.20286735,5.73951756,21.8571428571429,25.68888245,40.17731689,31.30979309,19.22320557,0.70394876,0.504749068,0.470710617,0.606135475,0.37173414,0.356292006,23,23,"Terrestrial",NA,12679.29,27,3.66,1.14,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"HQ149050.1","Trachypithecus_johnii_HQ149050.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_johnii",4.30254e-10,7.363656e-09,"Mammals2396",16.20286735,5.73951756,10.5,24.51203613,11.89781738,26.64200745,23.23716583,0.952709466,0.504749068,0.488392989,0.743175827,0.371690456,0.345704479,23,23,"Terrestrial",NA,10595.08,34,3,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Animal Diversity Web","Generation length for mammals"
"JF293095.1","Nasalis_concolor_JF293095.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Simias_concolor",5.52814e-10,7.530345e-09,"Mammals2396",16.20286735,3.9873754,2,26.44116821,3.835385742,27.02108459,25.90852661,0.223007806,0.504595932,0.338064839,0.230108685,0.371372734,0.266478616,19,19,"Terrestrial",NA,7393.9,23,2.733975373,1,NA,"Generation length for mammals","Animal Diversity Web","Estimated by age of first reproduction of Primates","Animal Diversity Web"
"DQ355298.1","Nasalis_larvatus_DQ355298.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Nasalis_larvatus",5.72927e-10,8.019565e-09,"Mammals2396",16.20286735,3.9873754,2.09322033898305,25.81912842,2.817214355,26.2348877,25.40921021,0.223007806,0.504595932,0.333433265,0.230108685,0.371358855,0.247281242,19,19,"Terrestrial",NA,12265.65,23.05,4.5,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ821840.1","Pygathrix_nigripes_JQ821840.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Pygathrix_nigripes",5.95814e-10,8.612538e-09,"Mammals2396",16.20286735,4.57597166,12.8,24.61875763,14.09950073,26.38373108,22.22742157,0.255474549,0.504595932,0.336314728,0.219338959,0.371134669,0.260867071,20,19,"Terrestrial",NA,10333.32,27,4,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"DQ355302.1","Pygathrix_nemaeus_DQ355302.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Pygathrix_nemaeus",5.9101e-10,8.406663e-09,"Mammals2396",16.20286735,1.70596613,16.7727272727273,23.25167542,24.87556641,25.99932556,19.05890198,0.255474549,0.504595932,0.341265791,0.359119881,0.371364286,0.263010034,20,20,"Terrestrial",NA,9411.1,25.5,4,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","AnAge","Generation length for mammals"
"JQ821841.1","Pygathrix_cinerea_1_JQ821841.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Pygathrix_cinerea",7.59754e-10,5.023684e-09,"Mammals2396",16.20286735,1.70596613,14.5,23.05538788,20.43796509,25.31155243,19.59829407,0.182559724,0.504595932,0.333880531,0.359119881,0.371325416,0.268041087,19,20,"Terrestrial",NA,10050,27,4,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"JQ821839.1","Rhinopithecus_bieti_2_JQ821839.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Rhinopithecus_bieti",3.53251e-10,5.219844e-09,"Mammals2396",16.20286735,5.22455082,28.2777777777778,5.848959732,57.11716309,13.03104858,-2.128244972,0.326093955,0.504624496,0.346491033,0.322567759,0.371437846,0.274728854,19,19,"Terrestrial",NA,11000.54,30,4,1,NA,"Generation length for mammals","Paternal care and litter size coevolution in mammals","Animal Diversity Web","worldspecies.org"
"HM125578.1","Rhinopithecus_avunculus_HM125578.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Rhinopithecus_avunculus",7.21585e-10,8.931011e-09,"Mammals2396",16.20286735,4.41035508,22,22.317276,45.32230469,27.47580566,15.22019501,0.273274641,0.504624496,0.351762583,0.253599993,0.371349355,0.287597909,19,19,"Terrestrial",NA,9086.19,29,4,1.5,NA,"Generation length for mammals","Animal Diversity Web","Animal Diversity Web","Animal Diversity Web"
"KM504390.1","Rhinopithecus_roxellana_KM504390.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Rhinopithecus_roxellana",8.35619e-10,8.477417e-09,"Mammals2396",16.20286735,3.57638939,32.3857142857143,9.390875244,71.82682617,18.85235901,-0.989129162,0.391009721,0.504624496,0.362553081,0.389429667,0.371471673,0.295969488,20,20,"Terrestrial",NA,13456.8,29.5,4,1,NA,"Generation length for mammals","AnAge","Animal Diversity Web","AnAge"
"JQ821836.1","Rhinopithecus_brelichi_JQ821836.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Rhinopithecus_brelichi",2.87623e-10,7.090069e-09,"Mammals2396",16.20286735,3.57638939,28,12.80816193,71.99371094,22.43230286,2.57648735,0.391009721,0.504624496,0.355964196,0.389429667,0.371450886,0.278649978,20,20,"Terrestrial",NA,12267.15,30,4.126438356,1,NA,"Generation length for mammals","worldspecies.org","A dataset on the morphological, life-history and ecological traits of the mammals in China","worldspecies.org"
"DQ355299.1","Presbytis_melalophos_DQ355299.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Presbytis_melalophos",5.9573e-10,7.138152e-09,"Mammals2396",16.20286735,7.26095549,1.91666666666667,23.42666626,3.05999115,23.93754578,23.02095795,1.597552945,0.504683428,0.502516411,0.576759344,0.371444114,0.315456997,24,22,"Terrestrial",NA,6439.12,20,3,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Animal Diversity Web","worldspecies.org"
"KU899140.1","Presbytis_femoralis_femoralis_KU899140.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Presbytis_femoralis",6.10006e-10,7.261407e-09,"Mammals2396",16.20286735,6.0955323,7.45238095238095,26.420578,6.415701294,27.37532959,25.47720642,0.251900202,0.504683428,0.387442678,NA,NA,NA,19,NA,"Terrestrial",NA,7026.91,21,2.482976349,1,NA,"Generation length for mammals","worldspecies.org","Estimated by age of first reproduction of Primates","worldspecies.org"
"KY117600.1","Presbytis_comata_comata_KY117600.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Presbytis_comata",6.62289e-10,7.303068e-09,"Mammals2396",16.20286735,6.0955323,7.1,23.26523743,3.200964661,23.72438965,22.76286621,0.658291713,0.504683428,0.46224757,0.576759344,0.371390121,0.311250617,22,22,"Terrestrial",NA,6550.07,31.00993959,3.751169728,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Estimated by age of first reproduction of Primates","Estimated by body mass of Primates"
"KF680163.1","Trachypithecus_pileatus_KF680163.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_pileatus",4.4958e-10,3.578631e-09,"Mammals2396",16.20286735,1.35799487,24.530303030303,22.36739197,36.92569092,26.18514709,16.00689392,0.702838802,0.504787127,0.471125496,0.326407446,0.371764709,0.381499274,21,20,"Terrestrial",NA,11219.93,25.2,4.014723288,1,NA,"Generation length for mammals","A dataset on the morphological, life-history and ecological traits of the mammals in China","A dataset on the morphological, life-history and ecological traits of the mammals in China","Generation length for mammals"
"KY425609.1","Trachypithecus_phayrei_crepuscula_KY425609.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_phayrei",4.3613e-10,6.123093e-09,"Mammals2396",16.20286735,6.5220666,19.9358974358974,23.62662201,28.3644043,26.7348053,18.75403595,0.66999063,0.504800793,0.519608422,0.463690934,0.371796679,0.379675062,23,22,"Terrestrial",NA,7681.72,28.3,4,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","worldspecies.org","Generation length for mammals"
"KJ174502.1","Trachypithecus_francoisi_KJ174502.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_francoisi",8.81864e-10,4.626863e-09,"Mammals2396",16.20286735,4.62044639,25.5333333333333,17.88214569,60.83173828,25.46329651,8.725341797,0.383036922,0.504800793,0.491905043,0.43981034,0.37159351,0.417831495,22,22,"Terrestrial",NA,8139.93,26.3,4,1,NA,"Generation length for mammals","Animal Diversity Web","Generation length for mammals","Generation length for mammals"
"KY024473.1","Trachypithecus_poliocephalus_KY024473.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_poliocephalus",5.85478e-10,5.618351e-09,"Mammals2396",16.20286735,3.41547167,20.5,23.50673981,43.23084473,28.63959351,17.11992493,0.708534015,0.504817558,0.545039888,0.95172366,0.37189266,0.433409719,24,24,"Terrestrial",NA,9000,26,4,1.126910898,NA,"Generation length for mammals","Estimated by maximum longevity of Primates","worldspecies.org","worldspecies.org"
"NC_019579.1","Trachypithecus_hatinhensis_NC_019579.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_hatinhensis",3.74851e-10,4.228626e-09,"Mammals2396",16.20286735,3.41547167,17.3333333333333,23.86963654,28.18516846,26.91362915,19.12601624,1.261165378,0.504817558,0.595480117,1.011861366,0.37184122,0.468237976,25,24,"Terrestrial",NA,9150,26,4,1.126910898,NA,"Generation length for mammals","Estimated by maximum longevity of Primates","worldspecies.org","worldspecies.org"
"AY863425.1","Trachypithecus_obscurus_AY863425.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_obscurus",4.29347e-10,6.749148e-09,"Mammals2396",16.20286735,6.3104908,7.37096774193548,26.02443848,6.756622925,26.9676178,24.98329773,0.46642392,0.504800793,0.493189252,0.6159063,0.371829987,0.385468202,22,23,"Terrestrial",NA,7247.88,29.45,4,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"NC_023971.1","Trachypithecus_cristatus_NC_023971.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_cristatus",7.66492e-10,5.198026e-09,"Mammals2396",16.20286735,4.56150505,2.47520661157025,25.2211731,3.197755127,25.70109253,24.76119385,0.601680237,0.504796865,0.487653458,0.429219504,0.371720474,0.377208694,22,22,"Terrestrial",NA,7176.81,29.7,4,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"HQ149047.1","Trachypithecus_germaini_HQ149047.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_germaini",3.52572e-10,4.148783e-09,"Mammals2396",16.20286735,3.25698649,13.3666666666667,26.56532593,10.91865845,28.13117981,24.79576721,0.514365488,0.504796865,0.495943729,0.429219504,0.371734088,0.343347815,22,22,"Terrestrial",NA,6300,34,4,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"KY117596.1","Trachypithecus_auratus_KY117596.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_auratus",6.26045e-10,5.758412e-09,"Mammals2396",16.20286735,1.64532081,7.5,25.1631546,4.259230957,25.78739929,24.52325592,0.789857167,0.504796865,0.516368343,0.332189811,0.371724868,0.380039672,23,21,"Terrestrial",NA,9719.6,31.1,3,1,NA,"Generation length for mammals","Animal Diversity Web","Animal Diversity Web","Animal Diversity Web"
"KY117597.1","Trachypithecus_mauritius_KY117597.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Trachypithecus_mauritius",4.95627e-10,5.556276e-09,"Mammals2396",16.20286735,1.64532081,6.9,25.64278564,3.285889282,26.13800049,25.17546082,0.789857167,0.504796865,0.508943015,NA,NA,NA,23,NA,"Terrestrial",NA,13000,20,2.357993028,1.201649871,NA,"https://neprimateconservancy.org/west-javan-ebony-langur/","Estimated by maximum longevity of Primates","Estimated by age of first reproduction of Primates","https://neprimateconservancy.org/west-javan-ebony-langur/"
"KJ434962.1","Allenopithecus_nigroviridis_KJ434962.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Allenopithecus_nigroviridis",7.52928e-10,1.1968397e-08,"Mammals2378",14.55113187,14.55113115,1.26190476190476,24.24023895,5.59739502,25.10714111,23.61789551,0.10234881,0.50307765,0.274536703,0.1101597,0.370265376,0.22961501,17,17,"Terrestrial",NA,4749.96,27,3.239725015,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Estimated by age of first reproduction of Primates","worldspecies.org"
"JQ256913.1","Chlorocebus_sabaeus__JQ256913.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Chlorocebus_sabaeus",4.36688e-10,4.332883e-09,"Mammals2378",14.55113187,6.8380616,11.3796992481203,27.38348999,21.5943335,30.85649109,24.5079895,0.265815617,0.503100247,0.362022439,0.338622473,0.371559252,0.348797299,21,22,"Terrestrial",NA,5900,46,3.58,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"KU682695.1","Chlorocebus_djamdjamensis_KU682695.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Chlorocebus_djamdjamensis",5.74326e-10,4.961188e-09,"Mammals2378",14.55113187,4.95828768,7,13.9827652,9.754360352,15.68013458,12.82553864,1.113180576,0.503100247,0.458200702,0.938224365,0.371769748,0.38241899,26,25,"Terrestrial",NA,4260,46,3.58,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"KU682699.1","Chlorocebus_tantalus_KU682699.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Chlorocebus_tantalus",3.8091e-10,4.776077e-09,"Mammals2378",14.55113187,4.13841023,8.20773638968481,25.73621826,18.57498657,28.77896423,23.32074127,1.113180576,0.503100247,0.452097754,0.938224365,0.371685906,0.376655564,26,25,"Terrestrial",NA,4000,46,3.58,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"KU682693.1","Chlorocebus_cynosuros_KU682693.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Chlorocebus_cynosuros",6.36518e-10,5.260887e-09,"Mammals2378",14.55113187,4.13803999,10.4450549450549,21.86021881,15.77377686,24.33513336,19.45147858,0.838893309,0.503100247,0.452390765,0.678024854,0.371727064,0.384391696,25,24,"Terrestrial",NA,4260,46,3.58,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"AY863426.1","Cercopithecus_aethiops_AY863426.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Chlorocebus_aethiops",6.27665e-10,5.082022e-09,"Mammals2378",14.55113187,3.52347395,10.688679245283,23.56751556,18.14113403,26.31673279,21.13160858,0.716320286,0.503100247,0.410804031,0.588321105,0.37162165,0.342970486,24,23,"Terrestrial",NA,3695.99,31.2,4.75,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KU682698.1","Chlorocebus_pygerythrus_KU682698.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Chlorocebus_pygerythrus",7.34381e-10,5.962586e-09,"Mammals2378",14.55113187,3.52347395,14.0294117647059,22.15662689,22.63202393,25.06438599,18.57531128,0.716320286,0.503100247,0.424953319,0.588321105,0.371605104,0.348964365,24,23,"Terrestrial",NA,4000,46,3.58,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"KJ434958.1","Cercopithecus_diana_KJ434958.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_diana",8.85977e-10,1.1207607e-08,"Mammals2378",14.55113187,10.97779268,7,25.04363098,9.89024292,26.51777954,23.633461,0.189427674,0.503049276,0.301784775,0.266838916,0.371283717,0.272209689,20,20,"Terrestrial",NA,4358.91,36.2,5.37,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ256930.1","Cercopithecus_neglectus__JQ256930.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_neglectus",7.85661e-10,9.727122e-09,"Mammals2378",14.55113187,9.61955012,3.15714285714286,23.2251358,6.44083374,24.20029144,22.40074463,0.189427674,0.503049276,0.305073081,0.266838916,0.371204034,0.274143136,20,20,"Terrestrial",NA,5324.52,28.55,4.67,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ256981.1","Cercopithecus_pogonias_pogonias_JQ256981.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_pogonias",7.23376e-10,9.384174e-09,"Mammals2378",14.55113187,6.34468209,2.75925925925926,23.77104492,7.562132568,24.88638611,22.7702301,0.306833636,0.503049276,0.318499361,0.408692911,0.371259332,0.30023981,21,21,"Terrestrial",NA,3578.27,25.55,5,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ256980.1","Cercopithecus_mona__JQ256980.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_mona",8.22875e-10,9.51236e-09,"Mammals2378",14.55113187,6.34468209,7.08730158730159,25.592099,14.14103271,27.82780762,23.7193161,0.306833636,0.503049276,0.31453517,0.408692911,0.371278839,0.279853179,21,21,"Terrestrial",NA,3980.17,30,2,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Animal Diversity Web","Generation length for mammals"
"KC757394.1","Erythrocebus_patas_KC757394.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Erythrocebus_patas",1.078334e-09,1.3940234e-08,"Mammals2378",14.55113187,11.17523733,10.7724196277496,26.82075195,24.54001953,30.47518921,23.28585205,0.175622907,0.503065985,0.330651827,0.180003881,0.37117672,0.337733799,20,20,"Terrestrial",NA,7966.3,26.1,2.96,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ256973.1","Cercopithecus_mitis_opisthostictus_JQ256973.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_mitis",7.38791e-10,9.194642e-09,"Mammals2378",14.55113187,9.76366071,9.92857142857143,21.7895874,15.38415527,24.0919342,19.48714294,0.246957002,0.503070923,0.346224469,0.247743544,0.371172057,0.299146287,21,21,"Terrestrial",NA,6485.6,32.45,5.72,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ256927.1","Cercopithecus_preussi_insularis_JQ256927.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_preussi",6.212e-10,8.332736e-09,"Mammals2378",14.55113187,5.20941435,5.3,22.07458801,13.08730957,24.13900299,20.42075195,0.367806801,0.503124244,0.369250801,0.36465189,0.371185769,0.304058631,22,22,"Terrestrial",NA,5132.57,26,3.112848402,1,NA,"Generation length for mammals","worldspecies.org","Estimated by age of first reproduction of Primates","Generation length for mammals"
"KJ434957.1","Cercopithecus_lhoesti_KJ434957.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_lhoesti",6.74215e-10,7.905064e-09,"Mammals2378",14.55113187,5.20941435,1.45,22.05515442,5.061556702,22.80582733,21.39048004,0.367806801,0.503124244,0.360908309,0.36465189,0.371163734,0.338916338,22,22,"Terrestrial",NA,5307.47,24,2.859962403,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Estimated by age of first reproduction of Primates","worldspecies.org"
"JQ256939.1","Cercopithecus_cephus_ngottoensis_JQ256939.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_cephus",4.41522e-10,5.532122e-09,"Mammals2378",14.55113187,5.76343245,2.42405063291139,23.62662354,7.267423706,24.64192963,22.58924713,0.318362149,0.503124244,0.367053489,0.319961113,0.371373453,0.320398654,22,22,"Terrestrial",NA,3444.88,29.5,5,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JQ256983.1","Cercopithecus_petaurista_petaurista_JQ256983.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_petaurista",7.16161e-10,8.219914e-09,"Mammals2378",14.55113187,5.43921745,7.35714285714286,25.80485229,11.49210205,27.52915039,24.18342896,0.560403519,0.503124244,0.395893727,0.519101299,0.371436859,0.328778529,24,24,"Terrestrial",NA,3233.67,24,2.859962403,1,NA,"Generation length for mammals","AnAge","Estimated by age of first reproduction of Primates","Generation length for mammals"
"JQ256936.1","Cercopithecus_erythrotis_camerunensis_JQ256936.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_erythrotis",4.55259e-10,7.17955e-09,"Mammals2378",14.55113187,4.65107243,4.92857142857143,24.58005524,10.71435791,26.14149475,23.13102264,0.489607474,0.503124244,0.403220312,0.524764606,0.37144213,0.336146521,24,24,"Terrestrial",NA,3254.98,36,4.17,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","worldspecies.org","worldspecies.org"
"JQ256940.1","Cercopithecus_ascanius_ascanius_JQ256940.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Cercopithecus_ascanius",7.00985e-10,6.816385e-09,"Mammals2378",14.55113187,4.65107243,4.3477366255144,22.86623688,7.218712769,24.018396,21.9776947,0.889912691,0.503124244,0.416619746,0.524764606,0.371441793,0.330616598,25,24,"Terrestrial",NA,3540.24,29.75,5,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"KC757401.1","Lophocebus_aterrimus_KC757401.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Lophocebus_aterrimus",6.49133e-10,8.448533e-09,"Mammals2371",9.79277155,9.7927711,2.48484848484848,23.64587097,4.134842834,24.23859253,23.12032013,0.198868583,0.503061332,0.345947947,0.19585863,0.371163296,0.301284186,19,19,"Terrestrial",NA,6510.37,37,4.75,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"FJ785426.1","Theropithecus_gelada_FJ785426.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Theropithecus_gelada",4.48035e-10,9.119532e-09,"Mammals2371",9.79277155,8.26705968,11.3333333333333,17.52781372,15.27621582,20.05401001,15.54785767,0.149039344,0.503063517,0.325640785,0.141770798,0.371208243,0.285893503,18,18,"Terrestrial",NA,15964.11,32,4.12,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
"JX946204.2","Papio_ursinus_JX946204.2","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Papio_ursinus",7.86303e-10,4.449562e-09,"Mammals2371",9.79277155,5.10995267,23.6039755351682,19.96274872,37.89419678,24.42154694,13.8111084,0.412804735,0.503077798,0.367119052,0.38389991,0.371455856,0.300598546,21,21,"Terrestrial",NA,17729.44,45,3.67,1,NA,"Generation length for mammals","worldspecies.org","Generation length for mammals","Generation length for mammals"
"JX946202.2","Papio_kindae_JX946202.2","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Papio_kindae",5.83619e-10,3.959097e-09,"Mammals2371",9.79277155,3.75768453,9.79145728643216,21.66705627,14.2502478,24.09286041,19.66117859,0.637217077,0.503077798,0.392115189,NA,NA,NA,22,NA,"Terrestrial",NA,14000,45,5.563492951,1,NA,"https://neprimateconservancy.org/kinda-baboon/","Estimated by maximum longevity of Primates","Estimated by age of first reproduction of Primates","https://neprimateconservancy.org/kinda-baboon/"
"JX946200.2","Papio_cynocephalus_JX946200.2","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Papio_cynocephalus",7.15175e-10,4.837675e-09,"Mammals2371",9.79277155,3.75768453,8.57142857142857,23.56777954,16.43778198,25.9742981,21.01203613,0.637217077,0.503077798,0.40471015,0.38389991,0.37149174,0.290959388,22,21,"Terrestrial",NA,15822.15,45,5.5,1,NA,"Generation length for mammals","worldspecies.org","Generation length for mammals","Generation length for mammals"
"JX946203.2","Papio_papio_JX946203.2","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Papio_papio",5.6304e-10,5.246143e-09,"Mammals2371",9.79277155,3.67780585,12.68,27.71269836,23.6439624,31.5776886,24.63456268,0.40889045,0.503077798,0.382827578,0.397239002,0.371421534,0.327969033,21,21,"Terrestrial",NA,18026.05,45,4.5,1,NA,"Generation length for mammals","worldspecies.org","worldspecies.org","worldspecies.org"
"MG787545.1","Papio_anubis_MG787545.1","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Papio_anubis",7.04897e-10,4.412879e-09,"Mammals2371",9.79277155,1.96106206,8.55660377358491,25.31634827,18.54438843,28.25296326,22.81661682,0.543660884,0.503077798,0.396060947,0.696162602,0.371396494,0.331272598,22,23,"Terrestrial",NA,17728.56,25.2,4.5,1.01,NA,"Generation length for mammals","Paternal care and litter size coevolution in mammals","Generation length for mammals","Generation length for mammals"
"JX946201.2","Papio_hamadryas_JX946201.2","Primates","Mammalia","Mammals","Endotherms","Mammalia","Primates","Cercopithecidae","Papio_hamadryas",5.39497e-10,3.332025e-09,"Mammals2371",9.79277155,1.96106206,12.1029411764706,24.66119843,24.58366943,27.80324402,21.01489105,0.679884547,0.503077798,0.410816928,0.530209708,0.371472276,0.353782735,23,22,"Terrestrial",NA,14007.08,37.5,5.26,1,NA,"Generation length for mammals","Life history characteristics of non-volant placental mammals","Generation length for mammals","Generation length for mammals"
