,Seq.Names,Order.MWF,Species.MWF,Family.MWF,Tree.Tips,Clade.Sizes,Lineages,Sisters,Sister,Label,Tree.Tip,Clade.Size
336,Cercopithecus_neglectus__JQ256930.1,PRIMATES,Cercopithecus_neglectus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
337,Cercopithecus_pogonias_pogonias_JQ256981.1,PRIMATES,Cercopithecus_pogonias,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
338,Cercopithecus_mona__JQ256980.1,PRIMATES,Cercopithecus_mona,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
339,Erythrocebus_patas_KC757394.1,PRIMATES,Erythrocebus_patas,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
340,Cercopithecus_mitis_opisthostictus_JQ256973.1,PRIMATES,Cercopithecus_mitis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
341,Cercopithecus_preussi_insularis_JQ256927.1,PRIMATES,Allochrocebus_preussi,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
342,Cercopithecus_lhoesti_KJ434957.1,PRIMATES,Allochrocebus_lhoesti,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
343,Cercopithecus_cephus_ngottoensis_JQ256939.1,PRIMATES,Cercopithecus_cephus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
344,Cercopithecus_petaurista_petaurista_JQ256983.1,PRIMATES,Cercopithecus_petaurista,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
345,Cercopithecus_ascanius_ascanius_JQ256940.1,PRIMATES,Cercopithecus_ascanius,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
346,Cercopithecus_erythrotis_camerunensis_JQ256936.1,PRIMATES,Cercopithecus_erythrotis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
347,Lophocebus_aterrimus_KC757401.1,PRIMATES,Lophocebus_aterrimus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
348,Theropithecus_gelada_FJ785426.1,PRIMATES,Theropithecus_gelada,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
349,Papio_papio_JX946203.2,PRIMATES,Papio_papio,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
350,Papio_hamadryas_JX946201.2,PRIMATES,Papio_hamadryas,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
351,Papio_anubis_MG787545.1,PRIMATES,Papio_anubis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
352,Papio_ursinus_JX946204.2,PRIMATES,Papio_ursinus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
353,Papio_cynocephalus_JX946200.2,PRIMATES,Papio_cynocephalus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
354,Papio_kindae_JX946202.2,PRIMATES,Papio_kindae,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
355,Cercocebus_chrysogaster_KC757390.1,PRIMATES,Cercocebus_chrysogaster,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
356,Mandrillus_leucophaeus_KT696596.1,PRIMATES,Mandrillus_leucophaeus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
357,Mandrillus_sphinx_KC757403.1,PRIMATES,Mandrillus_sphinx,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
358,Cercocebus_torquatus_KJ434959.1,PRIMATES,Cercocebus_torquatus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
359,Cercocebus_atys_atys_KP090062.1,PRIMATES,Cercocebus_atys,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
360,Macaca_sylvanus_NC_002764.1,PRIMATES,Macaca_sylvanus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
361,Macaca_fascicularis_KM851006.1,PRIMATES,Macaca_fascicularis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
362,Macaca_arctoides_KM360179.1,PRIMATES,Macaca_arctoides,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
363,Macaca_mulatta_KJ567053.1,PRIMATES,Macaca_mulatta,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
364,Macaca_cyclopis_KM023192.1,PRIMATES,Macaca_cyclopis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
365,Macaca_leucogenys_KU564271.1,PRIMATES,NA,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
366,Macaca_sinica_NC_037437.1,PRIMATES,Macaca_sinica,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
367,Macaca_thibetana_EU294187.1,PRIMATES,Macaca_thibetana,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
368,Macaca_assamensis_KF990122.1,PRIMATES,Macaca_assamensis,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
369,Macaca_leonina_KP330231.1,PRIMATES,Macaca_leonina,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
370,Macaca_silenus_KJ567057.1,PRIMATES,Macaca_silenus,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
371,Macaca_nemestrina_MT300228.1,PRIMATES,Macaca_nemestrina,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
372,Macaca_brunnescens_MT300250.1,PRIMATES,Macaca_ochreata,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
373,Macaca_tonkeana_MT300249.1,PRIMATES,Macaca_tonkeana,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
374,Macaca_hecki_MT300242.1,PRIMATES,Macaca_hecki,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
375,Macaca_nigrescens_MT300237.1,PRIMATES,Macaca_nigrescens,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
376,Macaca_maura_MT300252.1,PRIMATES,Macaca_maura,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
377,Macaca_nigra_MT300233.1,PRIMATES,Macaca_nigra,Cercopithecidae,PRIMATES_Cercopithecidae,139,Lineage2,18,,,,
378,Tupaia_belangeri_AF217811.1,SCANDENTIA,Tupaia_belangeri,Tupaiidae,SCANDENTIA_Tupaiidae,22,,,,,,
379,Tupaia_minor_MT442051.1,SCANDENTIA,Tupaia_minor,Tupaiidae,SCANDENTIA_Tupaiidae,22,,,,,,
380,Tupaia_tana_MT442047.1,SCANDENTIA,Tupaia_tana,Tupaiidae,SCANDENTIA_Tupaiidae,22,,,,,,
381,Tupaia_splendidula_MT442052.1,SCANDENTIA,Tupaia_splendidula,Tupaiidae,SCANDENTIA_Tupaiidae,22,,,,,,
382,Tupaia_montana_haplotype_MT423912.1,SCANDENTIA,Tupaia_montana,Tupaiidae,SCANDENTIA_Tupaiidae,22,,,,,,
383,Ochotona_pusilla__MN547458.1,LAGOMORPHA,Ochotona_pusilla,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
384,Ochotona_macrotis__MN547450.1,LAGOMORPHA,Ochotona_macrotis,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
385,Ochotona_roylei__MN547461.1,LAGOMORPHA,Ochotona_roylei,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
386,Ochotona_erythrotis_MG051346.1,LAGOMORPHA,Ochotona_erythrotis,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
387,Ochotona_koslowi_MG888668.1,LAGOMORPHA,Ochotona_koslowi,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
388,Ochotona_gloveri__MN547440.1,LAGOMORPHA,Ochotona_gloveri,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
389,Ochotona_dauurica_MK105852.1,LAGOMORPHA,Ochotona_dauurica,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
390,Ochotona_thibetana__MN547479.1,LAGOMORPHA,Ochotona_thibetana,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
391,Ochotona_cansus__MN547416.1,LAGOMORPHA,Ochotona_cansus,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
392,Ochotona_curzoniae__MN547427.1,LAGOMORPHA,Ochotona_curzoniae,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
393,Ochotona_huangensis_xunhuaensis_MN547490.1,LAGOMORPHA,Ochotona_syrinx,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
394,Ochotona_princeps_NC_005358.1,LAGOMORPHA,Ochotona_princeps,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
395,Ochotona_collaris_AF348080.1,LAGOMORPHA,Ochotona_collaris,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
396,Ochotona_pallasi__MN547457.1,LAGOMORPHA,Ochotona_pallasii,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
397,Ochotona_coreana__MN547424.1,LAGOMORPHA,Ochotona_coreana,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,,,,
398,Ochotona_hyperborea__MN547445.1,LAGOMORPHA,Ochotona_hyperborea,Ochotonidae,LAGOMORPHA_Ochotonidae,32,Lineage1,19,19,Ochotonidae,LAGOMORPHA_Ochotonidae,32
399,Oryctolagus_cuniculus_MH985853.1,LAGOMORPHA,Oryctolagus_cuniculus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,19,Leporidae,LAGOMORPHA_Leporidae,67
400,Lepus_capensis_KJ397612.1,LAGOMORPHA,Lepus_capensis,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
401,Lepus_americanus_haplotype_KJ397613.1,LAGOMORPHA,Lepus_americanus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
402,Lepus_californicus_KJ397614.1,LAGOMORPHA,Lepus_californicus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
403,Lepus_hainanus_JQ219662.1,LAGOMORPHA,Lepus_hainanus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
404,Lepus_granatensis_KJ397611.1,LAGOMORPHA,Lepus_granatensis,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
405,Lepus_europaeus_KY211030.1,LAGOMORPHA,Lepus_europaeus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
406,Lepus_oiostolus_MT376741.1,LAGOMORPHA,Lepus_oiostolus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
407,Lepus_sinensis_KM362831.1,LAGOMORPHA,Lepus_sinensis,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
408,Lepus_yarkandensis_MG279351.1,LAGOMORPHA,Lepus_yarkandensis,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
409,Lepus_tibetanus_pamirensis_MN539746.1,LAGOMORPHA,Lepus_tibetanus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
410,Lepus_townsendii_haplotype_KJ397609.1,LAGOMORPHA,Lepus_townsendii,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
411,Lepus_tolai_KM609214.1,LAGOMORPHA,Lepus_tolai,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
412,Lepus_corsicanus_KJ397606.1,LAGOMORPHA,Lepus_corsicanus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
413,Lepus_coreanus_KF040450.1,LAGOMORPHA,Lepus_coreanus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
414,Lepus_timidus_haplotype_KJ397605.1,LAGOMORPHA,Lepus_timidus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
415,Lepus_othus_KJ397608.1,LAGOMORPHA,Lepus_othus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
416,Lepus_arcticus_KY786038.1,LAGOMORPHA,Lepus_arcticus,Leporidae,LAGOMORPHA_Leporidae,67,Lineage2,19,,,,
417,Glis_glis_NC_001892.1,RODENTIA,Glis_glis,Gliridae,RODENTIA_Gliridae,29,Lineage1,20,,,,
418,Muscardinus_avellanarius_MT410887.1,RODENTIA,Muscardinus_avellanarius,Gliridae,RODENTIA_Gliridae,29,Lineage1,20,20,Gliridae,RODENTIA_Gliridae,30
419,Ratufa_bicolor_KF575124.1,RODENTIA,Ratufa_bicolor,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,20,Sciuridae+Aplodontidae,RODENTIA_Sciuridae,287
420,Pteromys_volans_MH212330.1,RODENTIA,Pteromys_volans,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
421,Petaurista_elegans_caniceps_KU579289.1,RODENTIA,Petaurista_elegans,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
422,Petaurista_yunanensis_KX528208.1,RODENTIA,NA,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
423,Petaurista_hainana_JX572159.1,RODENTIA,NA,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
424,Petaurista_alborufus_JQ743657.1,RODENTIA,Petaurista_alborufus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
425,Glaucomys_volans__MT259089.1,RODENTIA,Glaucomys_volans,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
426,Hylopetes_alboniger_NC_031847.1,RODENTIA,Hylopetes_alboniger,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
427,Hylopetes_phayrei_KC447305.1,RODENTIA,Hylopetes_phayrei,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
428,Sciurus_vulgaris_MN122875.1,RODENTIA,Sciurus_vulgaris,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
429,Sciurus_lis__MT134013.1,RODENTIA,Sciurus_lis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
430,Sciurus_aberti__MT211954.1,RODENTIA,Sciurus_aberti,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
431,Sciurus_griseus__MT211955.1,RODENTIA,Sciurus_griseus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
432,Sciurus_arizonensis__MT240880.1,RODENTIA,Sciurus_arizonensis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
433,Sciurus_nayaritensis__MT240883.1,RODENTIA,Sciurus_nayaritensis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
434,Sciurus_carolinensis__MT240881.1,RODENTIA,Sciurus_carolinensis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
435,Sciurus_colliaei__MT240882.1,RODENTIA,Sciurus_colliaei,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
436,Sciurus_variegatoides__MT264767.1,RODENTIA,Sciurus_variegatoides,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
437,Sciurus_granatensis__MT240889.1,RODENTIA,Sciurus_granatensis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
438,Syntheosciurus_brochus__MT240890.1,RODENTIA,Syntheosciurus_brochus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
439,Sciurus_pucheranii__MT240886.1,RODENTIA,Sciurus_pucheranii,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
440,Microsciurus_mimulus__MT259072.1,RODENTIA,Microsciurus_mimulus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
441,Guerlinguetus_aestuans__MT259079.1,RODENTIA,Sciurus_aestuans,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
442,Simosciurus_stramineus__MT259076.1,RODENTIA,Sciurus_stramineus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
443,Microsciurus_flaviventer__MT259112.1,RODENTIA,Microsciurus_flaviventer,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
444,Hadrosciurus_pyrrhinus__MT259093.1,RODENTIA,Sciurus_pyrrhinus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
445,Hadrosciurus_igniventris__MT259091.1,RODENTIA,Sciurus_igniventris,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
446,Sciurus_ignitus__MT259128.1,RODENTIA,Sciurus_ignitus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
447,Hadrosciurus_spadiceus__MT259099.1,RODENTIA,Sciurus_spadiceus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
448,Exilisciurus_exilis_KY117546.1,RODENTIA,Exilisciurus_exilis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
449,Tamiops_maritimus_KP708710.1,RODENTIA,Tamiops_maritimus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
450,Tamiops_swinhoei_KP027416.1,RODENTIA,Tamiops_swinhoei,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
451,Dremomys_pernyi_KP708711.1,RODENTIA,Dremomys_pernyi,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
452,Dremomys_rufigenis_KC447304.1,RODENTIA,Dremomys_rufigenis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
453,Dremomys_pyrrhomerus_KP708705.1,RODENTIA,Dremomys_pyrrhomerus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
454,Sundasciurus_hippurus__MT157216.1,RODENTIA,Sundasciurus_hippurus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
455,Dremomys_everetti__KY410876.1,RODENTIA,Dremomys_everetti,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
456,Sundasciurus_lowii__KY410927.1,RODENTIA,Sundasciurus_lowii,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
457,Sundasciurus_brookei_KY117586.1,RODENTIA,Sundasciurus_brookei,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
458,Sundasciurus_altitudinis__MT157213.1,RODENTIA,Sundasciurus_altitudinis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
459,Sundasciurus_jentinki__KY410954.1,RODENTIA,Sundasciurus_jentinki,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
460,Lariscus_insignis__KR911799.1,RODENTIA,Lariscus_insignis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
461,Callosciurus_erythraeus_KM502568.1,RODENTIA,Callosciurus_erythraeus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
462,Callosciurus_finlaysonii_KY117539.1,RODENTIA,Callosciurus_finlaysonii,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
463,Callosciurus_notatus__MT231329.1,RODENTIA,Callosciurus_notatus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
464,Callosciurus_adamsi__KR911800.1,RODENTIA,Callosciurus_adamsi,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
465,Callosciurus_prevostii_KY117543.1,RODENTIA,Callosciurus_prevostii,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
466,Tamias_striatus_KY070151.1,RODENTIA,Tamias_striatus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
467,Tamias_amoenus_luteiventris_KY070157.1,RODENTIA,Neotamias_amoenus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
468,Tamias_ruficaudus_simulans_KY070177.1,RODENTIA,Neotamias_ruficaudus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
469,Tamias_canipes_KY070185.1,RODENTIA,Neotamias_canipes,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
470,Tamias_rufus_KY070189.1,RODENTIA,Neotamias_rufus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
471,Tamias_quadrivittatus_KY070142.1,RODENTIA,Neotamias_quadrimaculatus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
472,Tamias_umbrinus_KY070163.1,RODENTIA,Neotamias_umbrinus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
473,Tamias_dorsalis_NC_032373.1,RODENTIA,Neotamias_dorsalis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
474,Tamias_cinereicollis_KY070158.1,RODENTIA,Neotamias_cinereicollis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
475,Sciurotamias_davidianus_KP708708.1,RODENTIA,Sciurotamias_davidianus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
476,Callospermophilus_lateralis_KP698975.1,RODENTIA,Callospermophilus_lateralis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
477,Marmota_himalayana_JX069958.1,RODENTIA,Marmota_himalayana,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
478,Marmota_vancouverensis_MK859897.1,RODENTIA,Marmota_vancouverensis,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
479,Marmota_flaviventris_MH987778.1,RODENTIA,Marmota_flaviventris,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
480,Spermophilus_dauricus_KP708706.1,RODENTIA,Spermophilus_dauricus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
481,Urocitellus_richardsonii_KP698976.1,RODENTIA,Urocitellus_richardsonii,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
482,Ictidomys_tridecemlineatus_KP698974.1,RODENTIA,Ictidomys_tridecemlineatus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
483,Cynomys_ludovicianus_NC_026706.1,RODENTIA,Cynomys_ludovicianus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
484,Cynomys_gunnisoni_gunnisoni_MG450794.1,RODENTIA,Cynomys_gunnisoni,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
485,Cynomys_leucurus_KP326309.1,RODENTIA,Cynomys_leucurus,Sciuridae,RODENTIA_Sciuridae,287,Lineage2,20,,,,
486,Laonastes_aenigmamus_KU940253.1,RODENTIA,Laonastes_aenigmamus,Diatomyidae,RODENTIA_Diatomyidae,1,,,,,,
487,Trichys_fasciculata_NC_035820.1,RODENTIA,Trichys_fasciculata,Hystricidae,RODENTIA_Hystricidae,11,,,,,,
488,Hystrix_brachyura_MT240946.1,RODENTIA,Hystrix_brachyura,Hystricidae,RODENTIA_Hystricidae,11,,,,,,
489,Thryonomys_swinderianus_AJ301644.1,RODENTIA,Thryonomys_swinderianus,Thryonomyidae,RODENTIA_Thryonomyidae,2,,,,,,
490,Fukomys_damarensis_NC_027742.1,RODENTIA,Fukomys_damarensis,Bathyergidae,RODENTIA_Bathyergidae,19,Lineage1,21,21,Bathyergidae,RODENTIA_Bathyergidae,19
491,Heterocephalus_glaber_NC_015112.1,RODENTIA,Heterocephalus_glaber,Heterocephalidae,RODENTIA_Heterocephalidae,1,Lineage2,21,21,Heterocephalidae,RODENTIA_Heterocephalidae,1
492,Chinchilla_lanigera_NC_021386.1,RODENTIA,Chinchilla_lanigera,Chinchillidae,RODENTIA_Chinchillidae,8,,,,,,
493,Carterodon_sulcidens__KU892752.1,RODENTIA,Carterodon_sulcidens,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
494,Euryzygomatomys_spinosus__KU892755.1,RODENTIA,Euryzygomatomys_spinosus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
495,Clyomys_laticeps__KU892753.1,RODENTIA,Clyomys_laticeps,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
496,Trinomys_albispinus__KU892761.1,RODENTIA,Trinomys_albispinus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
497,Trinomys_iheringi__KU892762.1,RODENTIA,Trinomys_iheringi,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
498,Trinomys_moojeni_KX650080.1,RODENTIA,Trinomys_moojeni,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
499,Trinomys_dimidiatus_JX312694.1,RODENTIA,Trinomys_dimidiatus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
500,Trinomys_paratus__KU892763.1,RODENTIA,Trinomys_paratus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
501,Trinomys_yonenagae__KU892765.1,RODENTIA,Trinomys_yonenagae,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
502,Trinomys_setosus__KU892764.1,RODENTIA,Trinomys_setosus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
503,Isothrix_sinnamariensis__KU892785.1,RODENTIA,Isothrix_sinnamariensis,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
504,Lonchothrix_emiliae__KU892786.1,RODENTIA,Lonchothrix_emiliae,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
505,Mesomys_hispidus__KU892787.1,RODENTIA,Mesomys_hispidus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
506,Mesomys_stimulax__KU892788.1,RODENTIA,Mesomys_stimulax,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
507,Santamartamys_rufodorsalis__KU892777.1,RODENTIA,Santamartamys_rufodorsalis,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
508,Diplomys_labilis__KU892776.1,RODENTIA,Diplomys_labilis,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
509,Kannabateomys_amblyonyx__KU892775.1,RODENTIA,Kannabateomys_amblyonyx,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
510,Dactylomys_dactylinus__KU762015.1,RODENTIA,Dactylomys_dactylinus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
511,Olallamys_albicauda__KU892774.1,RODENTIA,Olallamys_albicauda,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
512,Pattonomys_semivillosus__KU892783.1,RODENTIA,Pattonomys_semivillosus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
513,Pattonomys_punctatus__MG954074.1,RODENTIA,Pattonomys_punctatus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
514,Toromys_albiventris_MG954077.1,RODENTIA,NA,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
515,Toromys_grandis__KU892784.1,RODENTIA,Toromys_grandis,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
516,Toromys_rhipidurus_MG954078.1,RODENTIA,Toromys_rhipidurus,Echimyidae,RODENTIA_Echimyidae,88,Lineage1,22,,,,
