,Seq.Names,Order.FTL,Family.FTL,Tree.Tips,Clade.Sizes,Lineages,Sisters,Sister,Label,Tree.Tip,Clade.Size
1235,Regalecus_glesne_MK209627.1,Lampridiformes,Regalecidae,Lampridiformes_Regalecidae,3,Lineage2,45,45,Regalecidae,Lampridiformes_Regalecidae,3
1236,Ostichthys_japonicus_AP004431.1,Holocentriformes,Holocentridae,Holocentriformes_Holocentridae,83,,,,,,
1237,Myripristis_berndti_AP002940.1,Holocentriformes,Holocentridae,Holocentriformes_Holocentridae,83,,,,,,
1238,Sargocentron_rubrum_AP004432.1,Holocentriformes,Holocentridae,Holocentriformes_Holocentridae,83,,,,,,
1239,Sargocentron_spiniferum_KX254549.1,Holocentriformes,Holocentridae,Holocentriformes_Holocentridae,83,,,,,,
1240,Diretmus_argenteus_AP004427.1,Beryciformes,Diretmidae,Beryciformes_Diretmidae,4,,,,,,
1241,Diretmoides_veriginae_AP004426.1,Beryciformes,Diretmidae,Beryciformes_Diretmidae,4,,,,,,
1242,Hoplostethus_japonicus_AP002938.1,Beryciformes,Trachichthyidae,Beryciformes_Trachichthyidae,51,Lineage1,46,46,Trachichthyidae,Beryciformes_Trachichthyidae,51
1243,Anoplogaster_cornuta_AP004425.1,Beryciformes,Anoplogastridae,Beryciformes_Anoplogastridae,2,Lineage2,46,46,Anoplogastridae,Beryciformes_Anoplogastridae,2
1244,Poromitra_oscitans_AP002935.1,Beryciformes,Melamphaidae,Beryciformes_Melamphaidae,61,Lineage1,47,,,,
1245,Scopelogadus_mizolepis_AP002934.1,Beryciformes,Melamphaidae,Beryciformes_Melamphaidae,61,Lineage1,47,47,Melamphaidae,Beryciformes_Melamphaidae,61
1246,Beryx_decadactylus_AP004430.1,Beryciformes,Berycidae,Beryciformes_Berycidae,10,Lineage2,47,47,Berycidae,Beryciformes_Berycidae,10
1247,Beryx_mollis_DQ993168.1,Beryciformes,Berycidae,Beryciformes_Berycidae,10,Lineage2,47,,,,
1248,Beryx_splendens_AP002939.1,Beryciformes,Berycidae,Beryciformes_Berycidae,10,Lineage2,47,,,,
1249,Rondeletia_loricata_AP002937.1,Beryciformes,Rondeletiidae,Beryciformes_Rondeletiidae,2,,,,,,
1250,Parataeniophorus_gulosus_NC_012044.1,Beryciformes,Cetomimidae,Beryciformes_Cetomimidae,30,Lineage1,48,,,,
1251,Danacetichthys_galathenus_AP002936.1,Beryciformes,Cetomimidae,Beryciformes_Cetomimidae,30,Lineage1,48,,,,
1252,Eutaeniophorus_festivus_NC_012043.1,Beryciformes,Cetomimidae,Beryciformes_Cetomimidae,30,Lineage1,48,,,,
1253,Cetostoma_regani_AP004423.1,Beryciformes,Cetomimidae,Beryciformes_Cetomimidae,30,Lineage1,48,,,,
1254,Ataxolepis_apus_NC_012045.1,Beryciformes,Cetomimidae,Beryciformes_Cetomimidae,30,Lineage1,48,,,,
1255,Procetichthys_kreffti_NC_012047.1,Beryciformes,Cetomimidae,Beryciformes_Cetomimidae,30,Lineage1,48,,,,
1256,Gyrinomimus_myersi_NC_012050.1,Beryciformes,Cetomimidae,Beryciformes_Cetomimidae,30,Lineage1,48,48,Cetomimidae,Beryciformes_Cetomimidae,30
1257,Barbourisia_rufa_NC_012046.1,Beryciformes,Barbourisiidae,Beryciformes_Barbourisiidae,1,Lineage2,48,48,Barbourisiidae,Beryciformes_Barbourisiidae,1
1258,Diplacanthopoma_brachysoma_AP004408.1,Ophidiiformes,Bythitidae,Ophidiiformes_Bythitidae,208,Lineage1,49,,,,
1259,Cataetyx_rubrirostris_AP004407.1,Ophidiiformes,Bythitidae,Ophidiiformes_Bythitidae,208,Lineage1,49,49,Bythitidae,Ophidiiformes_Bythitidae,208
1260,Bassozetus_zenkevitchi_AP004405.1,Ophidiiformes,Ophidiidae,Ophidiiformes_Ophidiidae,256,Lineage2,49,49,Ophidiidae+Carapidae,Ophidiiformes_Ophidiidae,291
1261,Lamprogrammus_niger_AP004410.1,Ophidiiformes,Ophidiidae,Ophidiiformes_Ophidiidae,256,Lineage2,49,,,,
1262,Sirembo_imberbis_MN937450.1,Ophidiiformes,Ophidiidae,Ophidiiformes_Ophidiidae,256,Lineage2,49,,,,
1263,Carapus_bermudensis_AP004404.1,Ophidiiformes,Carapidae,Ophidiiformes_Carapidae,35,Lineage2,49,,,,
1264,Porichthys_myriaster_AP006739.1,Batrachoidiformes,Batrachoididae,Batrachoidiformes_Batrachoididae,82,,,,,,
1265,Apogonichthyoides_taeniatus_MN699562.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1266,Ostorhinchus_fleurieu_MN381712.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1267,Jaydia_lineata_MK537324.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1268,Jaydia_carinatus_MN011548.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1269,Ostorhinchus_fasciatus_MN728946.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1270,Pterapogon_kauderni_NC_022511.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1271,Cheilodipterus_quinquelineatus_MH102356.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1272,Taeniamia_macroptera_MN066612.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1273,Apogon_semilineatus_NC_022510.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,,,,
1274,Ostorhinchus_novemfasciatus_MW007385.1,Kurtiformes,Apogonidae,Kurtiformes_Apogonidae,347,Lineage1,50,50,Apogonidae,Kurtiformes_Apogonidae,347
1275,Kurtus_gulliveri_NC_022477.1,Kurtiformes,Kurtidae,Kurtiformes_Kurtidae,2,Lineage2,50,50,Kurtidae,Kurtiformes_Kurtidae,2
1276,Trichonotus_setiger_NC_034345.1,Incertae_sedis_in_Eupercaria,Trichonotidae,Incertae_sedis_in_Eupercaria_Trichonotidae,10,,,,,,
1277,Micropercops_swinhonis_KF040334.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1278,Perccottus_glenii_KM657956.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1279,Odontobutis_interrupta_KR364945.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1280,Odontobutis_obscura_MW646297.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1281,Odontobutis_platycephala_DQ010651.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1282,Odontobutis_sinensis_KF154120.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1283,Odontobutis_yaluensis_KM277942.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1284,Odontobutis_potamophila_MK408452.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1285,Odontobutis_haifengensis_MF383619.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1286,Sineleotris_chalmersi_MH644035.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,,,,
1287,Neodontobutis_hainanensis_MT198690.1,Gobiiformes,Odontobutidae,Gobiiformes_Odontobutidae,22,Lineage1,51,51,Odontobutidae,Gobiiformes_Odontobutidae,22
1288,Rhyacichthys_aspro_AP004454.1,Gobiiformes,Rhyacichthyidae,Gobiiformes_Rhyacichthyidae,3,Lineage2,51,51,Rhyacichthyidae,Gobiiformes_Rhyacichthyidae,3
1289,Mogurnda_adspersa_KJ130031.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1290,Hypseleotris_klunzingeri_MK029348.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1291,Gobiomorus_maculatus_MF927494.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1292,Hemieleotris_latifasciata_MF927495.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1293,Eleotris_oxycephala_KR921879.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1294,Eleotris_picta_MF927492.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1295,Eleotris_acanthopoma_AP004455.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1296,Eleotris_amblyopsis_MF927490.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1297,Eleotris_fusca_MH463445.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1298,Ophiocara_porocephala_MW387001.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1299,Bostrychus_sinensis_JQ665462.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1300,Oxyeleotris_marmorata_KF711995.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1301,Oxyeleotris_lineolata_KP684140.1,Gobiiformes,Eleotridae,Gobiiformes_Eleotridae,178,,,,,,
1302,Kraemeria_cunicularia_NC_035716.1,Gobiiformes,Kraemeriidae,Gobiiformes_Kraemeriidae,9,Lineage1,52,52,Kraemeriidae,Gobiiformes_Kraemeriidae,9
1303,Rhinogobius_formosanus_MN549279.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,52,Gobiidae+Schindleriidae,Gobiiformes_Gobiidae,1770
1304,Stigmatogobius_pleurostigma_KU376498.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1305,Rhinogobius_giurinus_KP892753.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1306,Rhinogobius_rubromaculatus_KU674802.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1307,Rhinogobius_brunneus_KT601096.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1308,Eugnathogobius_oligactis_KJ082038.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1309,Redigobius_bikolanus_KJ150224.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1310,Tridentiger_bifasciatus_JN244650.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1311,Tridentiger_obscurus_KT601092.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1312,Acanthogobius_hasta_AY486321.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1313,Acanthogobius_stigmothonus_MT258987.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1314,Pandaka_pygmaea_KT183034.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1315,Brachygobius_doriae_KU674800.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1316,Brachygobius_kabiliensis_KT153060.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1317,Mugilogobius_abei_KF128984.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1318,Mugilogobius_chulae_KP144793.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1319,Eucyclogobius_newberryi_KP013101.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1320,Periophthalmus_minutus_NC_037073.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1321,Neogobius_melanostomus_MW856835.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1322,Gillichthys_mirabilis_FJ211845.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1323,Gillichthys_seta_FJ211846.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1324,Schismatogobius_ampluvinculus_NC_035717.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1325,Gymnogobius_petschiliensis_MG018480.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1326,Gymnogobius_urotaenia_KT601093.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1327,Periophthalmus_novemradiatus_MG680457.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1328,Chaenogobius_gulosus_KP696748.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1329,Luciogobius_grandis_MH682216.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1330,Periophthalmodon_schlosseri_KX355324.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1331,Luciogobius_pallidus_KF040451.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1332,Lophiogobius_ocellicauda_KC480264.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1333,Luciogobius_platycephalus_JX971538.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1334,Rhinogobius_leavelli_MH729000.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1335,Luciogobius_elongatus_MH682217.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1336,Sicyopterus_stimpsoni_MK496983.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1337,Sicyopterus_longifilis_MK496954.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1338,Paratrypauchen_microcephalus_MK541897.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1339,Odontamblyopus_rebecca_KT633953.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1340,Odontamblyopus_lacepedii_KR815520.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1341,Odontamblyopus_rubicundus_JX891626.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1342,Taenioides_anguillaris_KT188772.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1343,Boleophthalmus_pectinirostris_JN631352.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1344,Boleophthalmus_boddarti_KF874277.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1345,Scartelaos_histophorus_JQ654459.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1346,Scartelaos_gigas_KT277705.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1347,Stiphodon_tuivi_MK496969.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1348,Sicyopterus_microcephalus_MK496963.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1349,Periophthalmus_argentilineatus_KT821095.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1350,Eugnathogobius_variegatus_KT075096.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1351,Eugnathogobius_polylepis_MG744345.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1352,Periophthalmus_magnuspinnatus_KT357639.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1353,Chaeturichthys_stigmatias_KC495071.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1354,Sicyopterus_cynocephalus_MK496936.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1355,Amblychaeturichthys_hexanema_KT781104.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1356,Pseudogobius_javanicus_KF193873.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1357,Oxuderces_dentatus_JN831381.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1358,Acentrogobius_caninus_MH678615.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1359,Sicyopterus_stiphodonoides_MK496986.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1360,Sicyopterus_lengguru_MK496949.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1361,Favonigobius_gymnauchen_MN194589.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1362,Parapocryptes_serperaster_KT965855.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1363,Awaous_banana_MF927489.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1364,Hemigobius_hoevenii_KF916564.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1365,Sicyopterus_sarasini_MK496976.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1366,Sicyopterus_franouxi_MK496941.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1367,Sicyopterus_pugnans_MK496971.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1368,Sicyopterus_punctissimus_MK496975.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1369,Sicyopterus_aiensis_MK496934.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1370,Sicyopterus_marquesensis_MK496961.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1371,Sicyopterus_lagocephalus_KF482068.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1372,Nemateleotris_magnifica_MT199210.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1373,Nemateleotris_decora_KT284932.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1374,Yongeichthys_criniger_KT894736.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1375,Glossogobius_olivaceus_JQ001860.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1376,Glossogobius_giuris_MG680939.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1377,Glossogobius_aureus_MT968499.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1378,Bathygobius_cocosensis_MG704838.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1379,Bathygobius_coalitus_KU674799.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1380,Mugilogobius_myxodermus_MF537252.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1381,Rhinogobius_cliffordpopei_KT357638.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1382,Trypauchen_vagina_JQ027694.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1383,Apocryptodon_punctatus_KJ434599.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1384,Stiphodon_alcedo_NC_018054.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1385,Gobiopterus_lacustris_MH512902.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1386,Sicydium_altum_MF927496.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1387,Tridentiger_barbatus_JX536694.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1388,Crystallogobius_linearis_MN122854.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1389,Pomatoschistus_microps_MN122842.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1390,Gobiusculus_flavescens_MT410909.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1391,Sicyopterus_lividus_MK496950.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1392,Sicyopterus_parvei_MK496965.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1393,Amblyotrypauchen_arctocephalus_MK541896.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1394,Sicydium_salvini_MF927497.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1395,Exyrias_puntang_KU674801.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1396,Rhinogobius_duospilus_MH127918.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1397,Oxyurichthys_formosanus_KC237282.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1398,Cryptocentrus_cinctus_MT199211.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1399,Favonigobius_reichei_MN617828.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1400,Sicyopterus_japonicus_MK496944.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1401,Istigobius_campbelli_MK409978.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1402,Acentrogobius_chlorostigmatoides_KC196074.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1403,Acentrogobius_pflaumii_JX029961.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1404,Lesueurigobius_friesii_MT410904.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1405,Ctenotrypauchen_chinensis_MK541901.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1406,Stiphodon_pelewensis_MK496967.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1407,Glossogobius_circumspectus_JX536695.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1408,Sicyopterus_eudentatus_MK496937.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1409,Neogobius_fluviatilis_MW856896.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1410,Proterorhinus_semilunaris_MW856852.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1411,Ponticola_kessleri_KM583832.1,Gobiiformes,Gobiidae,Gobiiformes_Gobiidae,1767,Lineage2,52,,,,
1412,Dactyloptena_peterseni_AP002947.1,Syngnathiformes,Dactylopteridae,Syngnathiformes_Dactylopteridae,7,,,,,,
1413,Dactyloptena_orientalis_NC_024189.1,Syngnathiformes,Dactylopteridae,Syngnathiformes_Dactylopteridae,7,,,,,,
1414,Dactyloptena_tiltoni_AP004440.1,Syngnathiformes,Dactylopteridae,Syngnathiformes_Dactylopteridae,7,,,,,,
1415,Doryrhamphus_japonicus_NC_024187.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1416,Dunckerocampus_dactyliophorus_KP301502.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1417,Microphis_deocata_MT230531.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1418,Microphis_brachyurus_AP005986.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1419,Syngnathoides_biaculeatus_KJ184525.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1420,Solegnathus_hardwickii_KJ184524.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1421,Solegnathus_spinosissimus_MK704428.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1422,Phycodurus_eques_NC_024191.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1423,Trachyrhamphus_serratus_KJ184528.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1424,Halicampus_grayi_MH807663.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1425,Corythoichthys_flavofasciatus_KJ139455.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1426,Doryichthys_boaja_KJ184527.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1427,Syngnathus_schlegeli_KP861226.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1428,Syngnathus_acus_MN122937.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1429,Syngnathus_typhle_KU925872.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1430,Hippocampus_abdominalis_KT362140.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1431,Hippocampus_barbouri_KF712276.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1432,Hippocampus_comes_JX970973.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1433,Hippocampus_camelopardalis_MH939459.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
1434,Hippocampus_mohnikei_KF557651.1,Syngnathiformes,Syngnathidae,Syngnathiformes_Syngnathidae,299,Lineage1,53,,,,
